"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Gram stain"
159780,MS1-4,"MCCC 1K02683, NBRC 112977",1,"Tsuneonella flava",negative
158660,S-54,"KEMB 9005-542, KACC 19119, NBRC 112676",1,"Altererythrobacter fulvus",negative
133814,KJ7,"KACC 16190, JCM 17802",1,"Pontixanthobacter gangjinensis",negative
140987,CPA5,"CECT 9130, LMG 29519, UCCCB42",1,"Alteriqipengyuania halimionae",negative
5397,MSSRF26,"DSM 18604, LMG 23789",1,"Altericroceibacterium indicum",negative
166460,BPTF-M16,"KCTC 62421, KACC 19609, NBRC 113190",1,"Altererythrobacter insulae",negative
134119,SW-109,"KCTC 12311, JCM 12599, CIP 108783, CGMCC 1.7690",1,"Pontixanthobacter luteolus",negative
166532,GH1-16,"KCTC 52845, NBRC 113275",1,"Parerythrobacter lutipelagi",negative
158561,C9-11,"MCCC 1K03311, JCM 32056",1,"Tsuneonella mangrovi",negative
5398,MSW-14,"DSM 21428, KCTC 22370, UCCCB27",1,"Pelagerythrobacter marensis",negative
133493,H32,"CCTCC AB 208229, LMG 24629, MCCC 1A01070",1,"Pelagerythrobacter marinus",negative
166512,,"KCTC 32463, KACC 17617, CECT 8417, HME 9302",1,"Alteripontixanthobacter maritimus",negative
133617,KYW48,"KCTC 22736, JCM 16345",1,"Paraurantiacibacter namhicola",negative
140815,WW3,"KCTC 42620, JCM 30975",1,"Tsuneonella rigui",negative
133411,XY-R17,"KCTC 52267, MCCC 1K01500",1,"Croceibacterium salegens",negative
133297,,"CAU 1172, KCTC 42453, NBRC 110917",1,"Pontixanthobacter sediminis",negative
133352,MN-1,"KCTC 52135, MCCC 1K02066",1,"Croceibacterium soli",negative
133807,,"KCTC 12303, JCM 17037, KMM 6042",1,"Tsuneonella troitsensis",negative
133643,S3-63,"CCTCC AB 207166, CIP 110125",1,"Altericroceibacterium xinjiangense",negative
140743,S36,"CGMCC 1.12804, NBRC 110413",1,"Croceibacterium xixiisoli",negative
158381,FJAT-45347,"DSM 104632, CCTCC AB 2016257",1,"Alteribacter populi",negative
449,R10SW13,"DSM 15446, KCTC 12195, KMM 3600, LMG 22532",1,"Alteromonas stellipolaris",negative
140995,JDTF-113,"KCTC 52655, NBRC 112708",1,"Alteromonas aestuariivivens",negative
159352,1,"DSM 106819, ATCC 43554, RCC 5933, CIP 111645",1,"Alteromonas fortis",negative
450,,"DSM 23844, CCUG 55340, LMG 24078",1,"Alteromonas genovensis",negative
134153,F-32,"CECT 7067, LMG 22958",1,"Alteromonas hispanica",negative
159815,IO390401,"JCM 32638, CGMCC 1.13554, CCTCC AB 2018072, CGMCC AB 2018072",1,"Alteromonas alterisediminis",negative
133345,JW12,"CGMCC 1.15735, KCTC 52408, MCCC 1K03175",1,"Alteromonas lipolytica",negative
134088,TF-22,"KCCM 41775, JCM 12188, CIP 108505, LMG 23846",1,"Alteromonas litorea",negative
158616,S35,"KCTC 52449, CGMCC 1.16029",1,"Alteromonas oceani",negative
140746,5.12,"LMG 29661, MCC 3250",1,"Alteromonas pelagimontana",negative
166518,U0105,"KCTC 62080, MCCC 1H00299",1,"Alteromonas sediminis",negative
134230,,"BCRC 17572, JCM 13896, AS 1",1,"Alteromonas simiduii",negative
447,"ANT69a, R-15466","DSM 15691, LMG 21861",1,"Alteromonas stellipolaris",negative
134229,AT1,"BCRC 17571, JCM 13895",1,"Alteromonas tagae",negative
23153,IGB-41,"DSM 23761, CIP 110167",1,"Amantichitinum ursilacus",negative
17782,ILE-2,"DSM 16581, JCM 14039",1,"Aminiphilus circumscriptus",negative
24744,4F6E,"DSM 25964, JCM 18417",1,"Aminivibrio pyruvatiphilus",negative
11861,IMB-1,"DSM 17455, ATCC 202197, CCUG 50580, CIP 108660, JCM 21751, DSM 15910, IAM 15301",1,"Aminobacter ciceronei",negative
11862,,"DSM 17454, CCUG 50579, CIP 108661, NCIMB 13798, CC 495",1,"Aminobacter carboxidus",negative
17873,"R5 Sph 026, RS.Sph.026","DSM 19760, LMG 24307",1,"Amorphus coralli",negative
17874,,"DSM 21202, CCTCC AA 208035, YIM D10",1,"Amorphus orientalis",negative
24748,YC6899,"DSM 23349, KACC 14912, NBRC 107845",1,"Amorphus suaedae",negative
11296,M41,"DSM 18887, LMG 24143, JCM 14776",1,"Amphritea atlantica",negative
134369,,"JCM 14781, ATCC BAA 1529, JAMM 1525",1,"Amphritea balenae",negative
134368,,"JCM 14782, ATCC BAA 1530, JAMM 1866",1,"Amphritea japonica",negative
166509,ANRC-JH13,"MCCC 1K03512, KCTC 62532",1,"Amphritea opalescens",negative
140873,B15.09-116,"CECT 8581, LMG 28208",1,"Ampullimonas aquatilis",negative
140730,H-12,"KCTC 52581, CGMCC 1.15880",1,"Amylibacter cionae",negative
159735,4G11,"KY 463497, KCTC 52506, NBRC 112428",1,"Amylibacter kogurei",negative
159853,m18,"KACC 19229, JCM 32051",1,"Amylibacter lutimaris",negative
17964,PAOHA-1,"DSM 14826, UNIQEM 227",1,"Anaerobranca californiensis",negative
17965,"JW/VK-KS54, JW/VK-KS5Y","DSM 18970, VKM B-2436",1,"Anaerobranca zavarzinii",negative
159440,ST-NAGAB-D1,"DSM 103484, JCM 31926, KCTC 15600",1,"Anaerohalosphaera lusitana",negative
502,IMO-1,"DSM 16554, JCM 12577",1,"Anaerolinea thermolimosa",negative
501,UNI-1,"DSM 14523, JCM 11388",1,"Anaerolinea thermophila",negative
166544,MCWD5,"KCTC 15595, DSM 105757, NCIMB 14947",1,"Anaerosacchariphilus polymeriproducens",negative
132208,IRF19,"DSM 103526, JCM 19988, KCTC 15396",1,"Anaerosolibacter carboniphilus",negative
132639,"FRC-RU4, RU4","DSM 29728, ATCC BAA 2723",1,"Anaerosporomusa subterranea",negative
2806,G17,"DSM 14214, LMG 20954",1,"Anaerotignum lactatifermentans",negative
2765,X4,"DSM 3847, KCTC 15564",1,"Anaerotignum neopropionicum",negative
17407,NS05,"DSM 18746, CCM 7435, CCUG 57200, NEU 1212",1,"Ancylobacter oerskovii",negative
17403,Pla5,"DSM 2457, CIP 109301, NCIB 10516, CCUG 30553",1,"Ancylobacter polymorphus",negative
158256,E130,"DSM 102029, LMG 29367",1,"Ancylobacter pratisalsi",negative
17402,"YCM 11671","DSM 17131, AS 1.1761, JCM 11671, BCRC 17434, CGMCC 1.1761, CIP 108316, NCIMB 14355",1,"Ancylobacter rudongensis",negative
157183,Osot,"CCUG 70237, JCM 32039, DSM 106440, VKM B-3145",1,"Ancylobacter sonchi",negative
17406,NP-300,"DSM 1277, CIP 109300",1,"Ancylobacter vacuolatus",negative
166210,SHSM-M15,"KACC 19862, NBRC 113749",1,"Ancylomarina salipaludis",negative
133003,FA102,"DSM 28825, CICC 10902, KCTC 42257",1,"Ancylomarina subtilis",negative
134253,BA141,"CIP 109499, LMG 24028",1,"Anderseniella baltica",negative
10499,JS11-7,"DSM 18519, KACC 11608",1,"Andreprevotia chitinilytica",negative
10500,GFC-1,"DSM 23236, BCRC 17832, LMG 24502",1,"Andreprevotia lacus",negative
6140,,"DSM 4255, ATCC 43788",1,"Annwoodia aquaesulis",negative
130972,,"DSM 21100, KACC 14636, KCTC 22261, LMG 24494, Gsoil 524",1,"Anseongella ginsenosidimutans",negative
158772,JB01H24,"GDMCC 1.1229, KCTC 52984",1,"Antarcticibacterium flavum",negative
163904,318-1,"JCM 30927, KCTC 72105, KEMB 7306-525",1,"Antarcticimicrobium luteum",negative
140874,wkB301,"NRRL B-65307, NCIMB 14986",1,"Apibacter adventoris",negative
132969,R-53146,"DSM 100903, LMG 28357",1,"Apibacter mensalis",negative
166255,G8,"LMG 30898, DSM 107922",1,"Apibacter muscae",negative
166268,Sn-9-2,"KCTC 62308, CCTCC AB 2018270",1,"Aquabacter cavernae",negative
17927,CS-6,"DSM 22961, BCRC 17729, LMG 24215",1,"Aquabacterium fontiphilum",negative
17928,ABP-4,"DSM 26447, BCRC 80167, KCTC 23306",1,"Aquabacterium limnoticum",negative
11866,Sa14,"DSM 21857, CCUG 57044",1,"Aquamicrobium aerolatum",negative
133963,G210,"KACC 14931, JCM 16876",1,"Aquamicrobium aestuarii",negative
11867,905/1,"DSM 19730, CCUG 55251",1,"Aquamicrobium ahrensii",negative
24310,1006/1,"DSM 19714, CCUG 55250",1,"Aquamicrobium segne",negative
140473,THG-SQE6,"CCTCC AB 2016081, KACC 18846, JCM 30429",1,"Aquaspirillum soli",negative
140816,Ar-125,"CGMCC 1.15295, JCM 30876, NRIC 0975",1,"Aquaticitalea lipolytica",negative
158773,"L1 8-17","KACC 18806, JCM 31543",1,"Aquicoccus porphyridii",negative
166539,Z0201,"KCTC 62450, MCCC 1H00328",1,"Aquiflexum aquatile",negative
17714,BA160,"DSM 16537, CIP 108445, LMG 22565",1,"Aquiflexum balticum",negative
5596,ZC1,"DSM 21889, CCTCC AB 2010229, NBRC 107695",1,"Aquimarina agarilytica",negative
140504,RZW4-3-2,"JCM 30824, MCCC 1K00698",1,"Aquimarina aggregata",negative
158636,"9Alg 151","KCTC 23622, KMM 6462",1,"Aquimarina algiphila",negative
5592,SMK-19,"DSM 17196, KCTC 12390",1,"Aquimarina brevivitae",negative
158803,NS08,"KCTC 52897, MCCC 1H00191",1,"Aquimarina celericrescens",negative
133890,PSC32,"KCTC 23301, JCM 17453",1,"Aquimarina gracilis",negative
140942,M124,"KCTC 42423, MCCC 1K00498",1,"Aquimarina hainanensis",negative
133847,SW024,"CGMCC 1.11007, JCM 17859",1,"Aquimarina longa",negative
133597,,"JCM 15542, NCIMB 14508, JAMB N27",1,"Aquimarina macrocephali",negative
5594,,"DSM 19832, KCTC 12285, KMM 6020, LMG 22569",1,"Aquimarina muelleri",negative
133725,PSC33,"KCTC 23302, JCM 17454",1,"Aquimarina mytili",negative
140593,SS2-9,"KCTC 52274, MCCC 1H00142",1,"Aquimarina rubra",negative
5595,A6,"DSM 22623, KCTC 22663",1,"Aquimarina spongiae",negative
158701,122CH820-2,"KACC 19274, LMG 30078",1,"Aquimarina spongiicola",negative
133335,CBA3207,"KACC 17666, JCM 19528",1,"Aquimarina versatilis",negative
17443,,"DSM 16957, JCM 12896, MTCC 6713, GPTSA 20, CIP 108872",1,"Aquimonas voraii",negative
166171,KYPY4,"BCRC 81010, KCTC 52441",1,"Aquincola rivuli",negative
17956,L10,"DSM 18512, CIP 109243",1,"Aquincola tertiaricarbonis",negative
164431,30S-ANTBAC,"JCM 32977, DSM 108553, LMG 31079",1,"Aquirufa antheringensis",negative
166196,59G-WUEMPEL,"LMG 31081, DSM 108554",1,"Aquirufa nivalisilvae",negative
4301,,"DSM 18102, CCM 7368, CECT 7151, CGMCC 1.6291, CG 12",1,"Aquisalimonas asiatica",negative
140856,D11M-2,"CGMCC 1.12921, KCTC 42673",1,"Aquisalinus flavus",negative
166153,DS48-3,"KCTC 52068, CCTCC AB 2018061",1,"Aquisediminimonas profunda",negative
166152,CH68-4,"KCTC 62205, CCTCC AB 2018062",1,"Aquisediminimonas sediminicola",negative
10512,5YN1-3,"DSM 21330, KACC 12729",1,"Aquitalea denitrificans",negative
10511,TRO-001DR8,"DSM 25134, ATCC BAA 1216, CCM 7607, LMG 23054, NBRC 103050",1,"Aquitalea magnusonii",negative
140914,P1297,"CCM 7557, LMG 28989, CCUG 67440",1,"Aquitalea pelogenes",negative
133396,,"DSM 22792, JCM 30984, KCTC 22820, Gsoil 809",1,"Arachidicoccus ginsenosidivorans",negative
3766,TNR-18,"DSM 22214, BCRC 17969, LMG 25207",1,"Arcicella aurantiaca",negative
133785,NSW-5,"KCTC 23307, BCRC 80260",1,"Arcicella rigui",negative
132853,TW-5,"DSM 21163, CCUG 55942, CCM 7523",1,"Arcicella rosea",negative
23819,JC84,"DSM 24636, KCTC 15071, MTCC 10956, CECT 9783",1,"Arcobacter anaerophilus",negative
2094,,"DSM 8739, ATCC 49616, CDC D2686, LMG 10828, WDCM 00065, CCUG 30485, NCTC 12481, RM 4018, JCM 31724, CECT 8221, CIP 103493",1,"Arcobacter butzleri",negative
158655,F138-33,"CECT 8984, LMG 29148",1,"Malaciobacter canalis",negative
2096,KH-2,"DSM 17680, CCUG 48482, LMG 21996, CIP 108697, CECT 7203",1,"Arcobacter cibarius",negative
140702,MA5,"LMG 28652, JCM 31147",1,"Arcobacter lekithochrous",negative
2097,LA31B,"CCUG 53805, DSM 18005, ATCC BAA 1022, CIP 108450",1,"Arcobacter halophilus",negative
132928,,"DSM 100870, CECT 8942, LFT 1.7",1,"Arcobacter lekithochrous",negative
2100,CL-S1,"DSM 24769, CECT 7727, KCCM 90072, JCM 15502",1,"Arcobacter marinus",negative
2098,F2075,"DSM 23625, CECT 7386, LMG 24559",1,"Arcobacter mytili",negative
2095,"WCDM 00067","DSM 7302, ATCC 51132, CCUG 10374, LMG 6621, WRI 449/80, JCM 33358, CIP 103538, CIP 103588, NCTC 12713",1,"Arcobacter skirrowii",negative
2099,"strain 16389","DSM 23385, CCUG 56902, LMG 24486",1,"Arcobacter thereius",negative
2101,"64, 64/2-45d5/R-39974","DSM 25469, LMG 25534, CCUG 59229, CIP 110286",1,"Arcobacter trophiarum",negative
140651,MN12-7,"KCTC 32015, CIP 110422",1,"Arcticibacter svalbardensis",negative
23259,TF5-37.2-LB10,"DSM 23085, CIP 110085, MOLA 820",1,"Arcticibacter tournemirensis",negative
133367,SM1504,"KCTC 42716, CCTCC AB 2015348",1,"Arcticibacterium luteifluviistationis",negative
140943,SM1212,"MCCC 1K00234, KCTC 32514",1,"Arcticiflavibacter luteus",negative
24797,110S,"DSM 23922, ATCC BAA 2145, JCM 17282, KCTC 23289, NBRC 107679",1,"Ardenticatena maritima",negative
158564,R18H21,"GDMCC 1.1159, KCTC 52924",1,"Arenibacter antarcticus",negative
158623,P308H10,"GDMCC 1.1230, KCTC 52983",1,"Arenibacter catalasegens",negative
5484,,"DSM 19833, CCUG 48006, JCM 13507, KCTC 12113, KMM 3941, CIP 108496, NCIMB 14240",1,"Arenibacter certesii",negative
5485,,"DSM 23522, KCTC 22013, LMG 22574, KMM 6032",1,"Arenibacter echinorum",negative
133835,HP12,"KACC 16193, JCM 17788",1,"Arenibacter hampyeongensis",negative
166366,JC631,"KCTC 72002, NBRC 114071",1,"Arenibacter lacus",negative
133500,NH36A,"LMG 24842, CCTCC AB 208315, MCCC 1A04137",1,"Arenibacter nanhaiticus",negative
5482,,"CCUG 48011, DSM 17539, CIP 108849, JCM 13509, KMM 3961, LMG 21972, NCIMB 14299",1,"Arenibacter palladensis",negative
130841,,"DSM 100248, KCTC 12711, LMG 26983, KMM 6208",1,"Arenicella chitinivorans",negative
17916,Sd2-39,"DSM 24032, KMM 3895, NRIC 0759, JCM 16153",1,"Arenicella xantha",negative
132622,Ac_12_G8,"DSM 26556, LMG 29166",1,"Arenimicrobium luteum",negative
140875,S2-21,"KACC 18504, JCM 31129, DSM 107087",1,"Arenimonas aestuarii",negative
159746,z29,"JCM 32091, CCTCC AB 2017067",1,"Arenimonas caeni",negative
17445,TR7-09,"DSM 18010, CIP 109794, KCTC 12666, KCTC 12557",1,"Arenimonas composti",negative
23343,CH15-1,"DSM 24763, KCTC 23553",1,"Arenimonas daechungensis",negative
17449,T7-07,"DSM 18060, KCTC 12667",1,"Arenimonas daejeonensis",negative
17444,HO3-R19,"DSM 18148, KACC 11381",1,"Arenimonas donghaensis",negative
159858,,"KCTC 62235, NBRC 113093, CAU 1453, JCM 32565",1,"Arenimonas halophila",negative
17446,CC-JY-1,"DSM 21305, CCUG 53596, CIP 109310, CCUG 53283",1,"Arenimonas malthae",negative
24669,CF5-1,"DSM 27855, CCTCC AB 2010449, CGMCC 1.10787, KCTC 23460, KCTC 23904",1,"Arenimonas metalli",negative
17448,"YC6267, Z0-2","DSM 21050, KCTC 22247",1,"Arenimonas oryziterrae",negative
140971,Y3L17,"CGMCC 1.15905, KCTC 52420",1,"Arenimonas soli",negative
133984,P7-3-5,"CGMCC 1.12213, KACC 16457",1,"Arenitalea lutea",negative
24776,"A22/HD/4H, A22_HD_4H","DSM 26555, LMG 27985",1,"Aridibacter famidurans",negative
24777,Ac_23_E3,"DSM 26558, LMG 27597",1,"Aridibacter kavangonensis",negative
158565,A24_SHP_-5_238,"DSM 102177, CECT 9235",1,"Aridibacter nitratireducens",negative
133299,42-50,"CCTCC AB 2014325, KCTC 42825",1,"Arsenicitalea aurantiaca",negative
159686,DMA-K-7a,"DSM 106737, NCAIM B.02641",1,"Arundinibacter roseus",negative
133190,C-1-16,"KEMB 900-374, KACC 18717, JCM 31293",1,"Arvibacter flaviflagrans",negative
133653,AA08,"BCC 12978, TISTR 1524, NBRC 100057, NRIC 0535, JCM 16128, CIP 109097, LMG 23083",1,"Asaia krungthepensis",negative
34,S60-1,"DSM 15972, CCM 7132, IFO (now NBRC) 16457, JCM 10715, KCTC 12914, MTCC 4042, NRIC 0323, IFO 16457, NBRC 16457",1,"Asaia siamensis",negative
133942,LCJ02,"KCCM 90108, JCM 18484",1,"Sediminibacterium lactis",negative
158566,DRW22-8,"KCTC 42356, JCM 30469",1,"Asprobacter aquaticus",negative
133939,"AIM0088, CGM1-3EN","KCTC 32102, JCM 18544",1,"Asticcacaulis solisilvae",negative
134105,T3-B7,"AS 1.3431, JCM 12463, CGMCC 1.3431, CIP 108788",1,"Asticcacaulis taihuensis",negative
132416,NAS-01,"DSM 28954, JCM 19762",1,"Athalassotoga saccharophila",negative
164259,GH3-15,"JCM 32445, KCTC 62380",1,"Aurantiacibacter suaedae",negative
140944,2A-8,"NBRC 111187, KCTC 42676",1,"Aurantiacicella marina",negative
141147,R14M6,"GDMCC 1.1202, KCTC 52919",1,"Aurantimonas aggregata",negative
526,WP1,"DSM 14790, CCUG 53900, CIP 107386",1,"Aurantimonas coralicida",negative
133164,,"DSM 103570, CPCC 100904, KCTC 52296, EGI 6500337",1,"Aurantimonas endophytica",negative
158798,BN130233,"CCTCC AB 2017051, KCTC 42642, DSM 103550",1,"Aurantisolimonas haloimpatiens",negative
133899,SG-18,"NBRC 108814, KCTC 23967",1,"Aureicoccus marinus",negative
532,S21B,"DSM 21988, CECT 7138, CIP 109525, KCTC 22106, LMG 23375",1,"Aureimonas altamirensis",negative
140972,2T4P-2-4,"KCTC 52217, CGMCC 1.15367",1,"Aureimonas endophytica",negative
133940,CC-CFT023,"BCRC 80439, JCM 18444",1,"Aureimonas ferruginea",negative
166448,M2BS4Y-1,"KCTC 62837, CGMCC 1.13747",1,"Aureimonas flava",negative
166343,,"KCTC 62995, NBRC 113692, CAU 1482",1,"Aureimonas fodinaquatilis",negative
534,CW5,"DSM 21987, JCM 14755, KCTC 12893",1,"Aureimonas frigidaquae",negative
139618,PP-WC-4G-234,"DSM 29985, CIP 110892, LMG 28655",1,"Aureimonas galii",negative
166114,,"KCTC 72462, CGMCC 1.17389, YIM 132180",1,"Aureimonas leprariae",negative
158604,4M3-2,"CFCC 11187, KCTC 42087",1,"Aureimonas populi",negative
166383,,"KCTC 42691, NBRC 112412, YIM DR1026",1,"Aureimonas psammosilenae",negative
132997,PP-CE-2G-454,"DSM 102238, CCM 8665, LMG 29411",1,"Aureimonas pseudogalii",negative
133941,CC-CFT034,"BCRC 80440, JCM 18445",1,"Aureimonas rubiginis",negative
533,5715S-12,"DSM 18598, CIP 109815, KACC 11607",1,"Aureimonas ureilytica",negative
140516,A6D-50,"NBRC 111827, KCTC 42975",1,"Aureisphaera salina",negative
134243,59SA,"IAM 15439, TISTR 1726, JCM 23207, CIP 109734",1,"Aureispira maritima",negative
133711,S1-66,"NBRC 107741, KCTC 23434",1,"Aureitalea marina",negative
133872,VIII.04,"ATCC BAA 2394, LMG 26721",1,"Aureivirga marina",negative
166401,Q31a,"DSM 103537, LMG 29700",1,"Aureliella helgolandensis",negative
11693,20186H4H1,"CIP 109717, DSM 18224, CCUG 52860",1,"Avibacterium endocarditidis",negative
164174,CC-YHH838,"JCM 32001, BCRC 81059",1,"Pseudothauera nasutitermitis",negative
166474,SY39,"KCTC 62157, MCCC 1K03430",1,"Pseudazoarcus pumilus",negative
164175,CC-YHH848,"JCM 32002, BCRC 81060",1,"Pseudothauera rhizosphaerae",negative
134168,Slu-05,"CCUG 56488, DSM 17719, KCTC 12530, CCBAU 10199",1,"Azonexus caeni",negative
13889,d8-1,"DSM 23864, BCRC 17657, LMG 24005",1,"Azonexus hydrophilus",negative
24668,NS12,"DSM 18749, CCM 7897, NEU 1219",1,"Azorhizobium oxalatiphilum",negative
13893,,"DSM 18626, CCUG 55598, NRRL B-41660, LMG 23819, Sua SUA2, Sua 2",1,"Azospira restricta",negative
140877,CC-HIH038,"BCRC 80909, JCM 30827, CECT 9207",1,"Azospirillum agricola",negative
134232,DS2,"NCCB 100108, LMG 23617",1,"Azospirillum canadense",negative
134013,CC-LY743,"BCRC 80505, JCM 18688, LMG 27264",1,"Azospirillum fermentarium",negative
166293,"L-25-5 w-1","CGMCC 1.13672, KCTC 62777",1,"Azospirillum griseum",negative
140653,SgZ-5,"CCTCC AB 2012021, KACC 16605",1,"Azospirillum humicireducens",negative
134169,,"CCBAU 5106001, LMG 23364, CGMCC 1.5340, TMCY 0552",1,"Azospirillum melinis",negative
166212,B2,"VKM B-3233, KCTC 62613",1,"Azospirillum palustre",negative
13999,,"DSM 19922, CCUG 55431, IMMIB TAR-3",1,"Azospirillum picis",negative
166472,M2T2B2,"KACC 14063, NBRC 106460",1,"Azospirillum ramasamyi",negative
13998,,"DSM 19657, CCUG 53966, IMMIB AFH-6",1,"Azospirillum rugosum",negative
14000,Bv-S,"DSM 21654, VKM B-2513",1,"Azospirillum thiophilum",negative
134266,N7,"NCCB 100147, LMG 23989",1,"Azospirillum zeae",negative
1154,"K 13","DSM 12751, JCM 9943, ATCC 700778, CGMCC 1.3650, CIP 105746, KCTC 3838, LMG 18497",1,"Bacillus horti",negative
133276,sw100,"JCM 30597, MCCC 1K00501, KCTC 42424",1,"Bacterioplanoides pacificum",negative
1574,UKi2,"DSM 12778, ATCC 27052, DSM 50722, ICPB 3291",1,"Bacteriovorax stolpii",negative
1617,,"DSM 19024, ATCC 43185, CCUG 38735, CIP 104201, JCM 9498, NCTC 13051, VPI 3452A",1,"Bacteroides caccae",negative
140882,"LIPI12-4-Ck732, JSAT12-4-Ck732, C13EG70","InaCC B449, NBRC 110958",1,"Bacteroides caecicola",negative
131518,I48,"DSM 26085, KCTC 15547",1,"Bacteroides caecimuris",negative
1623,CRE21,"DSM 14838, CCUG 44979, JCM 15632",1,"Bacteroides cellulosilyticus",negative
1628,"A 20","DSM 22519, JCM 16067, CCUG 60911, YIT 12056, KCTC 15128",1,"Bacteroides clarus",negative
1613,"PC 139","DSM 18011, CCUG 50528, JCM 13475, NRRL B-41113",1,"Bacteroides coprosuis",negative
158883,KGMB02408,"DSM 107828, KCTC 15687, JCM 34008",1,"Bacteroides faecalis",negative
22936,ST37,"DSM 26883, CCUG 60873, JCM 17102, KCTC 15666",1,"Bacteroides faecichinchillae",negative
1631,MAJ27,"CCUG 60914, DSM 24798, JCM 16478, KCTC 5823",1,"Bacteroides faecis",negative
1610,199,"DSM 17565, JCM 13345, CCUG 53890",1,"Bacteroides finegoldii",negative
1629,,"CCUG 60912, DSM 22534, JCM 16101, YIT 12057, KCTC 15129",1,"Bacteroides fluxus",negative
140883,"LIPI12-4-Ck844, JSAT12-4-Ck884, C13EG186","InaCC B451, NBRC 110963",1,"Bacteroides gallinaceus",negative
1624,XDT-1,"CCUG 60910, DSM 19988, JCM 15093, KCTC 15146",1,"Bacteroides graminisolvens",negative
1609,341,"CCUG 53889, DSM 17393, JCM 13265",1,"Bacteroides intestinalis",negative
158670,YS-aM39,"KCTC 15520, JCM 31393",1,"Bacteroides koreensis",negative
158671,R2F3-3-3,"KCTC 15460, JCM 31391",1,"Bacteroides kribbi",negative
1630,,"DSM 22535, JCM 16102, CCUG 60913, YIT 12058, KCTC 15130",1,"Bacteroides oleiciplenus",negative
1621,SV434,"DSM 19291, JCM 14649, CCUG 60909",1,"Bacteroides propionicifaciens",negative
133840,Rs-03,"JCM 10512, CCUG 62153, DSM 105720",1,"Bacteroides reticulotermitis",negative
131249,ST161,"DSM 26884, CCUG 60872, JCM 17103",1,"Bacteroides stercorirosoris",negative
1604,,"CCUG 4942, JCM 5828, CIP 103695, KCTC 5204, DSM 6597, ATCC 8492, VPI 0061, CGMCC 1.5133, NCTC 13054",1,"Bacteroides uniformis",negative
1626,XB1A,"DSM 18836, CCUG 53782, JCM 15633",1,"Bacteroides xylanisolvens",negative
133009,KHALHBd91,"DSM 28579, JCM 19909",1,"Balneicella halophila",negative
17739,CM41_14b,"DSM 19538, CIP 109603, OOB 103",1,"Balneola alkaliphila",negative
17738,13IX/A01/164,"DSM 17893, CIP 109092, OOB 256",1,"Balneola vulgaris",negative
12519,,"DSM 21032, JCM 15079, YIT 11860",1,"Barnesiella intestinihominis",negative
12518,C46,"CCUG 55593, DSM 18177, JCM 13660",1,"Barnesiella viscericola",negative
23781,KS2-1,"DSM 28537, JCM 17706, KCTC 23907",1,"Bartonella acomydis",negative
1634,,"DSM 21432, CCUG 45774, CIP 105477, IBS 382",1,"Bartonella alsatica",negative
140945,PEB0122,"NCIMB 14961, DSM 29779",1,"Bartonella apis",negative
1637,91-4,"DSM 21464, CCUG 43828, CIP 106692",1,"Bartonella bovis",negative
