"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Gram stain"
133954,N314,"JCM 18529, NCIMB 14823",1,"Amphibacillus iburiensis",positive
23741,C40,"DSM 27992, JCM 17250, NCIMB 14686",1,"Amphibacillus indicireducens",positive
1407,Y1,"DSM 24783, CGMCC 1.5123, JCM 16149",1,"Amphibacillus jilinensis",positive
23742,J1,"DSM 27991, CGMCC 1.10434, JCM 17099",1,"Amphibacillus marinus",positive
1406,Shu-P-Ggiii25-2,"DSM 21624, IAM 15428, JCM 23213, KCTC 13120, MBIC 08269, NBRC 103570",1,"Amphibacillus sediminis",positive
1403,Ep01,"DSM 6626, ATCC 51415, IFO 15112, JCM 7361, NBRC 15112, LMG 17667",1,"Amphibacillus xylanus",positive
133131,WP1,"KCTC 39642, MCCC 1A10745",1,"Amycolatopsis albispora",positive
159864,AU-G6,"CGMCC 4.7351, NBRC 112404",1,"Amycolatopsis antarctica",positive
13516,RA45,"DSM 45648, CGMCC 4.5579, JCM 16584",1,"Amycolatopsis arida",positive
24444,BNT52,"DSM 45679, JCM 31029, KCTC 29065, NRRL B-24886",1,"Amycolatopsis cihanbeyliensis",positive
13252,"FH 1845","DSM 44594, JCM 12669, NRRL B-24209, CIP 108517, NCIMB 14255",1,"Amycolatopsis decaplanina",positive
13286,,"DSM 45426, CCTCC AA 2011016, JCM 18054, YIM 75904",0,"Amycolatopsis dongchuanensis",positive
166244,GLM-1,"TBRC 9315, NBRC 113658",1,"Amycolatopsis eburnea",positive
13265,LC2,"DSM 45164, CCTCC AB 206019, CIP 109736, IAM 15387, JCM 21831",1,"Amycolatopsis echigonensis",positive
132133,,"DSM 104006, CCTCC AA 2010003, JCM 31481, KCTC 19776, KLBMP 1221",1,"Amycolatopsis endophytica",positive
133703,GY307,"NCIMB 14709, NRRL B-24844, DSM 45669",1,"Amycolatopsis granulosa",positive
13261,N4-6,"DSM 45041, JCM 13279, NRRL B-24428, CIP 109182, NCIMB 14386",1,"Amycolatopsis halotolerans",positive
13272,TT00-43,"DSM 45661, KCTC 19329, NBRC 103394",1,"Amycolatopsis helveola",positive
13262,N7-3,"DSM 45042, JCM 13280, NRRL B-24427, CIP 109183, NCIMB 14306",1,"Amycolatopsis jejuensis",positive
23214,,"DSM 45859, KCTC 19885, KLBMP 1262, NBRC 108679",1,"Amycolatopsis jiangsuensis",positive
13227,KT2025,"DSM 45510, JCM 31204, KCTC 29056",1,"Amycolatopsis magusensis",positive
13267,Ms392A,"DSM 45569, CGMCC 4.3568, NBRC 104263, JCM 16121",1,"Amycolatopsis marina",positive
13258,32U-2,"DSM 44988, KCCM 42246, NRRL B-24435, JCM 14545, CIP 109667, NBRC 102109, NCIMB 14298",1,"Amycolatopsis minnesotensis",positive
13259,,"DSM 44992, CIP 109581, NRRL B-24473, HKI 0330, CSC 17TA-090, JCM 14717",1,"Amycolatopsis nigrescens",positive
13266,LC11,"DSM 45165, CCTCC AB 206020, CIP 109735, IAM 15388, JCM 21832",1,"Amycolatopsis niigatensis",positive
158267,SCM_MK2-4,"DSM 107509, JCM 32134, TBRC 7186",1,"Amycolatopsis oliviviridis",positive
159669,,"DSM 105902, CCTCC AA 2017044, KCTC 49031, YIM PH21725, JCM 33574",1,"Amycolatopsis panacis",positive
13253,,"DSM 44776, CIP 108939, JCM 13852, NRRL B-24324, SBHs Strp1, NBRC 102106, NCIMB 14257",1,"Amycolatopsis plumensis",positive
13264,GY080,"DSM 45072, NCIMB 14277, JCM 15588",1,"Amycolatopsis regifaucium",positive
158797,DH51B-4-3,"TBRC 6029, NBRC 112509, JCM 32589",1,"Amycolatopsis rhizosphaerae",positive
133704,NMG112,"NCIMB 14711, NRRL B-24848",1,"Amycolatopsis ruanii",positive
13260,2406-001,"DSM 44993, JCM 14909, NRRL B-24474, HKI 0457",1,"Amycolatopsis saalfeldensis",positive
13273,,"DSM 45649, BCC 35842, NBRC 106095, TISTR 1919, RM 287, JCM 17934",1,"Amycolatopsis samaneae",positive
158790,C12CA1,"TBRC 1456, NBRC 111116",1,"Amycolatopsis silviterrae",positive
166143,8-3EHSu,"TBRC 8488, NBRC 113449",1,"Amycolatopsis suaedae",positive
13263,0345M-7,"DSM 45107, BCRC 16802, KCTC 19116, JCM 14925, NBRC 102103, NCIMB 14409, BCRC 0345.7",1,"Amycolatopsis taiwanensis",positive
133705,SF45,"NCIMB 14705, NRRL B-24845",1,"Amycolatopsis thermalba",positive
13239,"N-1165, T526","DSM 44574, CIP 106795, IFO 14333, JCM 10669, KCTC 9833, NBRC 14333, IMSNU 21194, NRRL B-24140, BCRC 16371, IFO (now NBRC) 14333",1,"Amycolatopsis thermoflava",positive
13276,GY088,"DSM 45805, NCIMB 14699, NRRL B-24836",1,"Amycolatopsis thermophila",positive
13269,ABO,"DSM 45259, BCCM 24814, LMG 24814, JCM 17017",1,"Amycolatopsis tucumanensis",positive
13268,RP-AC36,"DSM 45180, JCM 16898, NRRL B-24662",1,"Amycolatopsis ultiminotia",positive
13277,"GY 115","DSM 45668, NCIMB 14700, NRRL B-24837",0,"Amycolatopsis viridis",positive
13271,,"DSM 45285, CCM 7627, KCTC 19581, CPCC 202699, JCM 32380",1,"Amycolatopsis xylanica",positive
1559,"MS 6","DSM 22531, NCCB 100213, UNIQEM U377",1,"Anaerobacillus alkalidiazotrophicus",positive
158471,B16-10,"DSM 29790, NCAIM B.02608",1,"Anaerobacillus alkaliphilus",positive
1558,E1H,"DSM 15340, ATCC 700614, KCTC 5192",1,"Bacillus arseniciselenatis",positive
131449,GluBS11,"DSM 29698, KCTC 15450, LMG 28619",1,"Anaerobium acetethylicum",positive
5429,L2-7,"DSM 17630, KCTC 15707",1,"Anaerobutyricum soehngenii",positive
17976,,"DSM 21462, ATCC BAA 1385, CCUG 53340, WAL 17230, JCM 15630, KCTC 5949",1,"Anaerococcus murdochii",positive
17975,"Davey 1(Hare group VIII)","DSM 11663, KCTC 5964, NCTC 9810",1,"Anaerococcus octavius",positive
17972,,"CCUG 31349, CIP 103621, KCTC 15028, DSM 7457, ATCC 51170, JCM 8138, GIFU 12669, GIFU 7732",1,"Anaerococcus vaginalis",positive
132584,,"DSM 100423, JCM 30819, SN 021",1,"Anaerocolumna cellulosilytica",positive
2829,HY-35-12,"DSM 15929, IMSNU 40003, KCTC 5026",1,"Anaerocolumna jejuensis",positive
5413,,"DSM 17244, ATCC BAA 858, CCUG 47767, CIP 108481, WAL 14563, KCTC 15239",1,"Anaerofustis stercorihominis",positive
166118,MJB2,"KCTC 15800, MCCC 1K03631",1,"Anaerophilus nitritogenes",positive
2874,C5BEL,"DSM 23801, JCM 17239",1,"Anaerosalibacter bizertensis",positive
11852,WN036,"DSM 21120, JCM 15094, KCTC 15145",1,"Anaerosphaera aminiphila",positive
2868,HY-37-4,"DSM 15930, IMSNU 40011, KCTC 5027",1,"Anaerosporobacter mobilis",positive
6340,35-7,"DSM 22094, JCM 17466, LMG 24724",1,"Anaerostipes butyraticus",positive
5427,"VP 82-52","DSM 3319, ATCC 29173, KCTC 15606, VPI 82-52, JCM 9980, KCTC 15009",1,"Anaerostipes hadrus",positive
130359,"1y-2, ly-2","DSM 26241, KCTC 15316",1,"Anaerostipes rhamnosivorans",positive
132583,FH052,"DSM 100431, JCM 30820",1,"Anaerotaenia torta",positive
140747,SH021,"JCM 31556, DSM 103575, KCTC 15705",1,"Anaerotignum aminivorans",positive
158907,KGMB03357,"DSM 107953, KCTC 15736",1,"Anaerotignum faecicola",positive
2646,X2,"DSM 1682, ATCC 25522, NCIMB 10656, CCUG 9280, JCM 1430, VPI 5303",1,"Anaerotignum propionicum",positive
17679,277,"DSM 17241, CCUG 45055, CIP 107754, WAL 14565, JCM 15631, VTT E-062942",1,"Anaerotruncus colihominis",positive
5416,MK-1,"DSM 1989, ATCC 43737",1,"Andreesenia angusta",positive
140685,1-10M-8-7-50,"KEMB 563-460, JCM 31819",1,"Aneurinibacillus sediminis",positive
133860,7402J-48,"KACC 15527, NBRC 108730, JCM 32086",1,"Angustibacter aerolatus",positive
133606,TT07R-79,"NBRC 105387, KACC 14249, JCM 17683",1,"Angustibacter luteus",positive
132137,"RS-50, 5DSM 45329","DSM 45329, KCTC 19628, JCM 31482",1,"Angustibacter peucedani",positive
141003,YC2-20,"KCTC 39842, DSM 103769, JCM 32752",1,"Angustibacter speluncae",positive
559,"Bacillus ther 13, BT 13","DSM 17956, NBIMCC 8427",1,"Anoxybacillus bogrovensis",positive
565,E-112,"DSM 23212, CCTCC AB 209236, KCTC 13720",1,"Anoxybacillus eryuanensis",positive
140522,GSsed3,"CCOS 808, ATCC BAA2555",1,"Anoxybacillus geothermalis",positive
566,"T-11, T11","DSM 23211, CCTCC AB 209237, KCTC 13721",1,"Anoxybacillus tengchongensis",positive
556,"GS5-97, R-35643","DSM 16325, ATCC BAA 942",1,"Anoxybacillus tepidamans",positive
133999,3nP4,"CGMCC 1.8979, JCM 16594",1,"Anoxybacillus vitaminiphilus",positive
557,"TH 13","DSM 17075, JCM 12111, NCIMB 13956",1,"Anoxybacillus voinovskiensis",positive
158563,Su22,"VKM B-2510, CECT 8731, DSM 21847",1,"Anoxynatronum buryatiense",positive
166269,,"CGMCC 1.13856, KCTC 49093, CFH 30434",1,"Antribacter gilvus",positive
158413,Hlig3,"DSM 104126, NRRL B-65473, JCM 33323",1,"Apilactobacillus micheneri",positive
158411,HV_6,"DSM 104127, NRRL B-65474, JCM 33324",1,"Apilactobacillus quenuiae",positive
158412,HV_12,"DSM 104128, NRRL B-65472, JCM 33325",1,"Apilactobacillus timberlakei",positive
137369,BH30097,"CIP 109159, JCM 12387, KCTC 3823, IBRC M 10657, IBRC-M 10657",1,"Aquibacillus koreensis",positive
166239,BH258,"KACC 18680, NBRC 111875",1,"Aquibacillus sediminis",positive
24733,CH22-21,"DSM 27986, JCM 17787, KCTC 19849, KCTC 19848",1,"Aquihabitans daechungensis",positive
6313,IV-75,"DSM 21674, JCM 19543, NBRC 109628, NCAIM B 02333, NCAIM B.02333",1,"Aquipuribacter hungaricus",positive
1547,SH4s,"DSM 18090, CCM 7366, CECT 7149",1,"Aquisalibacillus elongatus",positive
204,P6775,"DSM 25104, CCM 7958, CCUG 61573, CIP 110339",1,"Arcanobacterium canis",positive
197,11018,"DSM 20595, ATCC 9345, CCM 5947, NCTC 8452",1,"Arcanobacterium haemolyticum",positive
203,M401624/00/2,"DSM 15539, CCUG 44697, CIP 106850",1,"Arcanobacterium hippocoleae",positive
22902,2698,"DSM 26142, CCM 8430, LMG 27073",1,"Arcanobacterium phocisimile",positive
202,M430/94/2,"DSM 13483, CCUG 42575, CIP 106442",1,"Arcanobacterium pluranimalium",positive
140307,647,"DSM 102162, LMG 29418",1,"Arcanobacterium wilhelmae",positive
141004,HIs16-32,"NBRC 112289, TBRC 7038",1,"Arenivirga flava",positive
6239,,"DSM 15745, CCUG 47306, JCM 13385, IAM 15342, NBRC 105202",1,"Arsenicicoccus bolidensis",positive
24107,KM894/11,"DSM 25571, CCOS 690, CCUG 62181",1,"Arsenicicoccus dermatophilus",positive
7518,LC6,"DSM 23368, CCTCC AB 206013, IAM 15383, JCM 218275, JCM 21827",1,"Arthrobacter alkaliphilus",positive
7625,S6-3,"DSM 22274, CGMCC 1.8950, JCM 17736",1,"Arthrobacter alpinus",positive
7603,R-5102,"DSM 16402, LMG 22283, JCM 21794, IAM 15349",1,"Arthrobacter castelli",positive
158836,NEAU-SA2,"DSM 106718, CCTCC AB 2017272",1,"Arthrobacter celericrescens",positive
164638,SLN-3,"JCM 33723, ACCC 61595",1,"Arthrobacter crusticola",positive
7629,Cr6-08,"DSM 23324, CGMCC 1.10698, CIP 110638, LMG 26052, JCM 18953",1,"Arthrobacter cryoconiti",positive
7630,D48,"DSM 24664, CGMCC 1.10783, CIP 110640, JCM 19662",1,"Arthrobacter cupressi",positive
132518,,"DSM 29935, CGMCC 1.15091, KCTC 39544, YIM CS25",1,"Arthrobacter deserti",positive
132484,AM23,"DSM 29493, KACC 18260",1,"Arthrobacter echini",positive
133065,SYP-A7299,"DSM 100491, KCTC 39592, JCM 30742",1,"Arthrobacter ginkgonis",positive
7617,KV-653,"DSM 25587, JCM 15921, NBRC 102056, NRRL B-24479",1,"Arthrobacter humicola",positive
7611,CA15-8,"DSM 16760, CIP 110641, IFO 16787, KCTC 9922, NBRC 16787, CCUG 51945, JCM 12361, CIP 108160",1,"Arthrobacter koreensis",positive
7606,R-5344,"DSM 16405, LMG 19502, JCM 21770, IAM 15321",1,"Arthrobacter monumenti",positive
7618,KV-651,"DSM 25586, JCM 15922, NBRC 102055, NRRL B-24478",1,"Arthrobacter oryzae",positive
158758,,"KCTC 13958, CECT 8917, CAU 9143",1,"Arthrobacter paludis",positive
7604,R-5303,"DSM 16404, LMG 22281, JCM 14917, CIP 108898, VTT E-052087",1,"Arthrobacter parietis",positive
7605,R-5117,"DSM 16403, LMG 22284, JCM 21771, CIP 108899, IAM 15322",1,"Arthrobacter pigmenti",positive
7623,GP3,"DSM 23143, CGMCC 1.6355, JCM 13874",1,"Arthrobacter psychrochitiniphilus",positive
158722,MDB1-42,"CGMCC 1.9772, NBRC 113088",1,"Arthrobacter ruber",positive
7589,"A 1-3","DSM 14555, GTC 863, JCM 11414, CIP 108438, NCIMB 14260",1,"Arthrobacter russicus",positive
166341,,"KACC 19599, CGMCC 1.13474, MIC A30",1,"Arthrobacter sedimenti",positive
158438,NEAU-SA1,"DSM 106716, CCTCC AB 2017271",1,"Arthrobacter silvisoli",positive
158257,KIS14-16,"DSM 27180, KACC 17303, NBRC 109660",1,"Arthrobacter silviterrae",positive
7612,"AC 836","DSM 16005, CCM 2783, CIP 108701, JCM 14116, IAM 15316, LMG 16145",1,"Arthrobacter stackebrandtii",positive
7614,CH7,"DSM 17585, KCTC 9997",1,"Arthrobacter subterraneus",positive
7608,R-5369,"DSM 16407, LMG 22282, JCM 21772, IAM 15323",1,"Arthrobacter tecti",positive
7607,R-5305,"DSM 16406, LMG 19501, JCM 21773, CIP 108900, IAM 15324, VTT E-072668",1,"Arthrobacter tumbae",positive
140876,BR3-1,"BCC 66355, NBRC 110002, DSM 111646",1,"Asanoa endophytica",positive
7850,"TT 97-02","DSM 44745, NBRC 100142, JCM 13312, BCRC 16825, CGMCC 4.5571, CIP 108714",1,"Asanoa iriomotensis",positive
7853,PS7-2,"DSM 45793, BCC 41921, NBRC 107932",1,"Asanoa siamensis",positive
2250,,"DSM 17538, CCUG 48253, CIP 108502",1,"Atopococcus tabaci",positive
12672,,"DSM 23257, CECT 7672, LMG 25551, MON 2.2, JCM 18954",1,"Auraticoccus monumenti",positive
133355,B5-2,"CGMCC 1.15493, KCTC 52395",1,"Aureimonas glaciei",positive
140460,S31,"CCUG 69858, KCTC 33611, MCC 3027",1,"Abyssicoccus albus",positive
7792,,"DSM 45359, CCUG 57943, JCM 19109, IMMIB L-1656",1,"Auritidibacter ignavus",positive
166141,L461,"KCTC 62195, GDMCC 1.1250",1,"Azotobacter bryophylli",positive
134249,,"NRRL B-41736, DSM 18954, CBD 119",1,"Gottfriedia acidiceleris",positive
1207,105-2,"DSM 14745, ATCC BAA 366, CIP 109006, NRRL B-23453",1,"Bacillus acidicola",positive
166332,CX253,"GDMCC 1.1608, KACC 21318",1,"Bacillus aerolatus",positive
140963,N35-10-2,"MCCC 1A02146, KCTC 33710, LMG 28875, NBRC 113917",1,"Bacillus albus",positive
136911,F12,"CIP 107850, KMM 3737, KCTC 13005",1,"Alkalihalobacillus algicola",positive
158725,AK73,"JCM 32184, MTCC 12637, KCTC 33880",1,"Alkalihalobacillus alkalilacus",positive
1263,41KF2b,"DSM 21631, JCM 13350, MTCC 7306, BCRC 17879",1,"Bacillus altitudinis",positive
1260,,"DSM 19092, CIP 108784, JCM 12523, KCTC 10634",1,"Bacillus alveayuensis",positive
598,F,"DSM 7, ATCC 23350, CCUG 28519, NRRL B-14393, Fukumoto strain F",1,"Bacillus amyloliquefaciens",positive
166186,,"KCTC 33954, CGMCC 1.13871, SYSU K30001",1,"Ectobacillus antri",positive
1290,B8W22,"DSM 21047, JCM 13839, MTCC 7755",1,"Priestia aryabhattai",positive
1077,,"DSM 7264, ATCC 49337, NRRL NRS-213, CCUG 28524, JCM 9070, CIP 107159, IFO 15539, KCTC 3701, LMG 16797, NBRC 15539, NCIMB 12899",1,"Bacillus atrophaeus",positive
140878,NH7l_1,"MCCC 1A05787, LMG 27697, KCTC 33532",1,"Bacillus australimaris",positive
134104,,"ATCC BAA 922, LMG 22234, LBB 3",1,"Alkalihalobacterium bogoriense",positive
166294,"CM-CNRG TB54, TE3","CCStamb A1",1,"Bacillus cabrialesii",positive
158610,7578-1,"CGMCC 1.15374, KCTC 33845",1,"Margalitia camelliae",positive
133510,,"ATCC BAA 1493, MTCC 8908, KSC SF8b",1,"Bacillus canaveralius",positive
133067,,"DSM 103394, CGMCC 1.12820, KCTC 33514, EGI 6500252",1,"Bacillus capparidis",positive
1239,,"DSM 17613, ATCC 700100, CIP 109750, JCM 9731, kASUMI 6t, KCTC 3837, LMG 18001, CGMCC 1.3652, NCIMB 13460",1,"Bacillus carboniphilus",positive
1281,PN5,"DSM 21993, JCM 15113, LMG 23935, MTCC 9127, CCUG 55698",1,"Solibacillus cecembensis",positive
1299,,"DSM 23837, CCUG 57835, KCTC 13566, CAU 348",1,"Bacillus chungangensis",positive
1280,m4-4,"DSM 25608, CECT 7197, NRRL B-41737",1,"Bacillus coahuilensis",positive
1323,391-98,"DSM 22905, CIP 110041, NVH 391-98",1,"Bacillus cytotoxicus",positive
1275,E5HC-32,"DSM 17725, JCM 13601",1,"Bacillus decisifrondis",positive
132385,NE-14,"DSM 28970, JCM 30397",1,"Bacillus ectoiniformans",positive
141013,1404,"CCTCC AB 2017021, KCTC 33827, DSM 100730",1,"Niallia endozanthoxylica",positive
158648,Bf-1,"JCM 31807, NCIMB 15079",1,"Mesobacillus fermenti",positive
139432,BL3-6,"CIP 111018, JCM 15801, KCTC 13318",1,"Bacillus gaemokensis",positive
132364,FJAT-4402,"DSM 29500, CGMCC 1.12902",1,"Bacillus gobiensis",positive
134137,CR-95,"CECT 5687, LMG 22477",0,"Bacillus halotolerans",positive
140691,,"NRRL B-41327, CCUG 70178",1,"Bacillus haynesii",positive
1289,DV7-B-4,"DSM 22148, KCTC 13429, BGSC 3A28, NRRL B-23052, CIP 110137",1,"Bacillus inaquosorum",positive
1265,,"DSM 19098, JCM 13438, KCCM 90025, ABB 0427, CIP 109493, LMG 24756",1,"Bacillus infantis",positive
134284,CVS-B,"LMG 22838, CIP 108578",1,"Bacillus isabeliae",positive
158629,Ma50-5,"KCTC 33881, CCTCC AB 2017020",1,"Bacillus kexueae",positive
133457,ZLC-26,"CCTCC AB 207172, NRRL B-51302",1,"Robertmurraya korlensis",positive
166102,YSP-3,"ACCC 60365, KCTC 33934",1,"Alteribacter lacisalsi",positive
158731,AK74,"MTCC 12638, KCTC 33946, JCM 32185",1,"Metabacillus lacus",positive
1273,,"DSM 19099, JCM 13820, MLB 2, MTCC 7633, CIP 109550, LMG 24751",1,"Shouchella oshimensis",positive
140965,TD41,"MCCC 1A00359, KCTC 33716, LMG 28872, NBRC 113919",1,"Bacillus luti",positive
140556,AK61,"JCM 31087, MTCC 12015, KCTC 33872",1,"Metabacillus mangrovi",positive
1322,BL4-6,"DSM 26473, JCM 15802, KCTC 13319, CIP 111019",1,"Bacillus manliponensis",positive
158630,Ma50-6,"KCTC 33882, CCTCC AB 2017019",1,"Bacillus manusensis",positive
158585,NC2-31,"KCTC 33721, MCCC 1K01239",1,"Bacillus marinisedimentorum",positive
133059,KS16-9,"DSM 100413, KCTC 33834, MTCC 12305, JCM 31631",1,"Mesobacillus maritimus",positive
140964,0711P9-1,"MCCC 1A05942, KCTC 33717, LMG 28877, NBRC 113918",1,"Bacillus mobilis",positive
1093,RO-H-1,"DSM 9205, ATCC 51516, NRRL B-14698, JCM 12230, BCRC 17124, CIP 104095, IFO 15718, KCTC 3706, LMG 17797, NBRC 15718, NCIMB 13391, VTT E-011771",1,"Bacillus mojavensis",positive
1095,"Béjar CR-119, CR-119","DSM 18911, BCRC 17501, BCRC 17653, CCRC 17501, CCRC 17653, CECT 5688, CIP 108772, LMG 22476, NRRL B-41617",0,"Bacillus mojavensis",positive
1153,,"DSM 11821, CCM 4872, CCUG 58725, LMG 18989, CIP 105772, KCTC 3975, WSBC 10204",0,"Bacillus mycoides",positive
140523,,"CCUG 68786, NRRL B-41091",1,"Bacillus nakamurai",positive
140967,4049,"MCCC 1A00732, KCTC 33713, LMG 28871, NBRC 113921",1,"Bacillus nitratireducens",positive
1262,Kh10-101,"DSM 23308, CIP 109247, JCM 13040, ATCC BAA 1137",1,"Halalkalibacter okhensis",positive
140961,EB422,"MCCC 1A06182, KCTC 33858, CIP 111542, NBRC 113915",1,"Bacillus pacificus",positive
130193,,"DSM 24834, JCM 18975, KCTC 13786, NCCP 168",1,"Bacillus pakistanensis",positive
133957,RC2,"MTCC 9831, MCC 2100, KCTC 13724, CCM 7754",1,"Priestia paraflexa",positive
140968,NH24A2,"MCCC 1A04098, KCTC 33709, LMG 28876, NBRC 113922",1,"Bacillus paramycoides",positive
140960,Mn5,"MCCC 1A00395, KCTC 33714, LMG 28873, NBRC 113914",1,"Bacillus paranthracis",positive
23712,8-4-E12,"DSM 23947, LMG 27601",1,"Bacillus pervagus",positive
140881,NR1-3-2,"JCM 19598, LMG 28281, PCU 340, TISTR 2295",1,"Bacillus piscicola",positive
134281,YN-1,"JCM 14604, NCIMB 14282, LMG 24733",1,"Evansella polygoni",positive
140966,TD42,"MCCC 1A00365, KCTC 33715, LMG 28870, NBRC 113920",1,"Bacillus proteolyticus",positive
1151,,"DSM 12442, NRRL B-617, JCM 12231, CIP 105700, LMG 18993",1,"Bacillus pseudomycoides",positive
166351,SPB7,"NRRL B-65559, CICC 24827, MCC 4185",1,"Bacillus rugosus",positive
166417,,"LMG 30124, CECT 9344, BC 09",1,"Bacillus safensis subsp. osmophilus",positive
134001,A24,"IBRC-M10078, KCTC 13816, IBRC-M 10078, CIP 110635",1,"Litchfieldia salsa",positive
1253,"BH 724, 6.101","DSM 16464, CIP 110058, KCTC 3913",1,"Bacillus seohaeanensis",positive
159795,AK72,"MTCC 12636, KCTC 33981, JCM 32183",1,"Bacillus shivajii",positive
1302,PD-A10,"DSM 25261, BCC 22614, KACC 16244, KCTC 13613",1,"Bacillus siamensis",positive
134009,H1-1M,"KCTC 13881, CCUG 61889, CAU 1033",1,"Bacillus songklensis",positive
1201,L87-10,"DSM 13779, NRRL B-23154, JCM 12232, CIP 107271, KCTC 13918, NBRC 101234",1,"Bacillus sonorensis",positive
140690,,"CCUG 70177, NRRL B-41294",1,"Bacillus swezeyi",positive
1270,"BH030017, 11.101","DSM 16466, CIP 109461, KCTC 3918, BCRC 80952",1,"Bacillus taeanensis",positive
158609,,"KCTC 33703, CGMCC 1.15917, EGI 80668",1,"Evansella tamaricis",positive
166386,,"KCTC 43131, CGMCC 1.17491, SYSU G01002",1,"Bacillus tepidiphilus",positive
134164,10b,"ATCC BAA 819, NCTC 13306",1,"Bacillus tequilensis",positive
140573,RA9,"LMG 29736, CECT 9170",1,"Siminovitchia terrae",positive
133927,SgZ-7,"CCTCC AB 2012030, KACC 16700",1,"Neobacillus thermocopriae",positive
133977,SgZ-8,"CCTCC AB 2012108, KACC 16706",1,"Bacillus thermotolerans",positive
140962,N24,"MCCC 1A01406, KCTC 33711, LMG 28874, NBRC 113916",1,"Bacillus tropicus",positive
1150,DV1-F-3,"DSM 11031, NRRL B-14890, JCM 12234, ATCC 700092, BCRC 17183, CIP 104792, KCTC 3707, LMG 18725, NBRC 101236",1,"Bacillus vallismortis",positive
23706,CBMB205,"DSM 28326, KACC 17006, KACC 13105, NCCB 100236",0,"Bacillus velezensis",positive
133012,,"DSM 102050, CIP 111364, LMG 29269, FSL W8-0169",1,"Bacillus wiedmannii",positive
140354,FJAT-27215,"DSM 100757, CCTCC AB 2015266",1,"Bacillus wudalianchiensis",positive
164466,FJAT-46582,"JCM 33155, CCTCC AB 2017047",1,"Bacillus xiapuensis",positive
164475,XXST-01,"JCM 33181, MCCC 1A14143",1,"Bacillus yapensis",positive
140879,DW5-4,"MCCC 1A08372, LMG 27144, KCTC 33531",1,"Bacillus zhangzhouensis",positive
158509,,"DSM 108226, CGMCC 4.7547, KCTC 49229, YIM 75507",1,"Bailinhaonella thermotolerans",positive
3935,39,"DSM 24617, CGMCC 4.6864, JCM 19663",1,"Barrientosiimonas humi",positive
22987,MSW-24,"DSM 21415, JCM 19562, KCTC 19485",1,"Barrientosiimonas marina",positive
5363,,"DSM 19936, CCUG 55508, WCC 4188",1,"Bavariicoccus seileri",positive
24721,CC-SAL-25,"DSM 46698, BCRC 17883, KCTC 13248",1,"Belliella pelovolcani",positive
12009,ge10,"DSM 19037, CGMCC 1.6762",1,"Bhargavaea beijingensis",positive
12011,DSE10,"DSM 22132, JCM 14375, LMG 24411",1,"Bhargavaea cecembensis",positive
12010,ge14,"DSM 19038, CGMCC 1.6763",1,"Bhargavaea ginsengi",positive
23196,KJW98,"DSM 22308, KCTC 13583, LMG 25219",1,"Bhargavaea indica",positive
23197,,"DSM 26128, CCM 8429, LMG 27071, ZMA 19",1,"Bhargavaea ullalensis",positive
1748,Eg1,"DSM 24849, JCM 15918, KCTC 5756, BCRC 80257",0,"Bifidobacterium adolescentis",positive
23790,,"DSM 26737, JCM 18761, KCTC 15610, MRM 3/1",1,"Bifidobacterium aesculapii",positive
140310,RP115,"DSM 100238, CCM 8605, LMG 28779",1,"Bifidobacterium apri",positive
140884,"R 54638","LMG 28769, CCUG 67145",1,"Bifidobacterium aquikefiri",positive
1739,BluCI/TP,"DSM 19703, ATCC BAA 1567, KCTC 15159",1,"Bifidobacterium bombi",positive
164528,2028B,"JCM 33352, CCUG 72814, LMG 30938",1,"Bifidobacterium callimiconis",positive
