,Accession,staining,Genome Length (bp),Jumbophage,molGC (%),Molecule,Number CDS,Positive Strand (%),Negative Strand (%),Coding Capacity (%),tRNAs
278,OM049504,negative,55655,False,64.531,DNA,88,62.5,37.5,89.9434013116521,0
279,OR061069,negative,45294,False,50.863,DNA,84,60.7142857142857,39.2857142857143,80.0105974301232,0
280,OR061068,negative,45236,False,50.858,DNA,82,65.8536585365854,34.1463414634146,84.7952957821204,0
281,OQ985197,positive,47372,False,67.223,DNA,78,97.4358974358974,2.56410256410256,95.6831039432576,0
282,OR147960,negative,82795,False,47.476,DNA,117,100.0,0.0,91.2373935624132,0
283,OR052631,positive,40690,False,34.77,DNA,68,41.1764705882353,58.8235294117647,91.0321946424183,0
284,OQ957557,negative,45779,False,55.571,DNA,63,57.1428571428571,42.8571428571429,94.6285414709801,0
285,OQ939567,negative,40522,False,52.33,DNA,50,100.0,0.0,91.379991115937,0
286,OQ866599,positive,40685,False,34.856,DNA,62,40.3225806451613,59.6774193548387,91.1539879562492,0
287,OQ871562,negative,44287,False,53.88,DNA,53,0.0,100.0,92.3769955065821,0
288,OQ716682,negative,47467,False,44.418,DNA,62,85.4838709677419,14.5161290322581,92.3062338045379,0
289,OR185440,negative,86202,False,43.647,DNA,119,76.4705882352941,23.5294117647059,90.1464003155379,26
290,OQ982387,negative,41236,False,39.272,DNA,49,100.0,0.0,93.3771461829469,0
291,OR125554,negative,167677,False,35.379,DNA,267,15.7303370786517,84.2696629213483,94.7661277336784,10
292,OR050820,negative,40624,False,52.57,DNA,48,0.0,100.0,92.3468885387948,0
293,OQ988004,positive,47806,False,58.675,DNA,68,26.4705882352941,73.5294117647059,93.8982554491068,0
294,OQ974181,negative,82711,False,59.441,DNA,117,28.2051282051282,71.7948717948718,92.2839767382815,1
295,OR053651,positive,76506,False,43.539,DNA,129,20.9302325581395,79.0697674418605,91.1222649203984,0
296,OQ540924,negative,44509,False,51.16,DNA,49,0.0,100.0,92.0510458558943,0
297,OQ540923,negative,42068,False,70.914,DNA,61,14.7540983606557,85.2459016393443,95.0389845012836,0
298,OQ680139,negative,49857,False,46.996,DNA,76,14.4736842105263,85.5263157894737,84.4816174258379,0
299,OQ680138,negative,39968,False,49.735,DNA,50,100.0,0.0,90.7400920736589,0
300,MW462221,negative,39746,False,30.164,DNA,16,31.25,68.75,27.7537362250289,0
301,OR199846,positive,78063,False,56.867,DNA,131,60.3053435114504,39.6946564885496,88.6617219425336,23
302,OR228402,positive,155665,False,50.108,DNA,198,35.8585858585859,64.1414141414141,91.9911348087239,4
303,OR106137,negative,168196,False,39.497,DNA,273,15.3846153846154,84.6153846153846,94.4618183547766,14
304,OR001929,positive,43347,False,49.459,DNA,62,29.0322580645161,70.9677419354839,86.9541144715897,0
305,OQ221560,negative,75754,False,34.578,DNA,68,61.7647058823529,38.2352941176471,92.5442880903979,25
306,OQ221558,negative,98396,False,35.09,DNA,97,55.6701030927835,44.3298969072165,94.3818854424977,24
307,OQ221555,negative,103497,False,34.819,DNA,102,58.8235294117647,41.1764705882353,92.8712909552934,25
308,ON365567,negative,42277,False,58.945,DNA,48,100.0,0.0,93.4692622466116,0
309,OP918135,negative,42982,False,43.211,DNA,72,61.1111111111111,38.8888888888889,89.6328695733098,0
310,OM328157,negative,48227,False,50.88,DNA,73,69.8630136986301,30.1369863013699,89.7194517593879,0
311,OM103621,negative,175000,False,41.859,DNA,273,45.4212454212454,54.5787545787546,95.3822857142857,1
312,OR209256,negative,43170,False,59.836,DNA,57,100.0,0.0,95.045170257123,0
313,OR206057,positive,42634,False,33.795,DNA,59,91.5254237288136,8.47457627118644,93.6576441337899,0
314,OQ858564,negative,79764,False,46.816,DNA,114,100.0,0.0,93.764104107116,0
315,OR138018,negative,169297,False,40.758,DNA,287,84.6689895470383,15.3310104529617,94.3926944954725,7
316,OR138017,negative,175661,False,41.929,DNA,274,53.6496350364963,46.3503649635037,95.2869447401529,1
317,OR138016,negative,178906,False,41.465,DNA,270,46.2962962962963,53.7037037037037,93.3361653605804,1
318,OR138015,negative,178070,False,41.737,DNA,278,52.5179856115108,47.4820143884892,94.8885269837704,1
319,OR088903,negative,7480,False,61.885,DNA,12,8.33333333333333,91.6666666666667,93.4090909090909,0
320,OQ834936,negative,69779,False,39.394,DNA,102,21.5686274509804,78.4313725490196,95.2163258286877,18
321,FR823450,negative,132454,False,26.042,DNA,175,86.2857142857143,13.7142857142857,93.8310658794751,6
322,FN667788,negative,177534,False,27.359,DNA,200,89.0,11.0,89.1164509333423,2
323,MZ611865,negative,44514,False,67.32,DNA,63,74.6031746031746,25.3968253968254,94.5410432672867,0
324,AM156909,negative,46219,False,44.283,DNA,72,76.3888888888889,23.6111111111111,89.3571907657024,1
325,OQ851295,negative,45651,False,42.424,DNA,64,96.875,3.125,91.3057764342512,0
326,OQ864999,negative,131680,False,26.325,DNA,167,13.7724550898204,86.2275449101796,94.8602673147023,5
327,OQ829630,positive,60109,False,56.223,DNA,72,33.3333333333333,66.6666666666667,93.7397062004026,0
328,OQ570641,negative,115014,False,39.948,DNA,159,27.6729559748428,72.3270440251572,84.670561844645,28
329,OQ734493,negative,42673,False,53.908,DNA,45,100.0,0.0,93.2838094345371,0
330,OR039357,positive,29643,False,53.861,DNA,40,50.0,50.0,84.9913976318186,0
331,OQ832096,negative,40452,False,57.639,DNA,55,29.0909090909091,70.9090909090909,92.5467220409374,0
332,OQ819159,negative,44754,False,54.026,DNA,59,100.0,0.0,94.5636144255262,0
333,OR234014,positive,136673,False,30.024,DNA,188,22.3404255319149,77.6595744680851,87.2279089505608,0
334,OQ999402,negative,45797,False,46.093,DNA,63,100.0,0.0,93.3860296525973,0
335,OQ999401,positive,129469,False,53.609,DNA,149,82.5503355704698,17.4496644295302,90.9198340915586,3
336,OR032571,negative,167928,False,36.934,DNA,232,7.32758620689655,92.6724137931034,92.8159687485113,12
337,OR003938,negative,172805,False,35.803,DNA,215,93.0232558139535,6.97674418604651,95.3080061340818,13
338,OR126895,negative,45832,False,37.867,DNA,83,15.6626506024096,84.3373493975904,92.6601501134578,0
339,OQ993070,negative,76133,False,48.882,DNA,102,0.0,100.0,90.4968935941051,0
340,OR088902,negative,174432,False,39.385,DNA,277,15.5234657039711,84.4765342960289,95.3741286002568,6
341,OR088901,positive,39310,False,54.528,DNA,56,96.4285714285714,3.57142857142857,91.2744848639023,0
342,OQ999172,positive,181606,False,37.017,DNA,250,98.4,1.6,89.7525412155986,0
343,OQ999171,negative,43465,False,49.281,DNA,49,2.04081632653061,97.9591836734694,94.0894972966755,0
344,OP019135,negative,41463,False,39.293,DNA,51,0.0,100.0,93.2638738152087,0
345,OP087522,negative,44099,False,43.799,DNA,65,21.5384615384615,78.4615384615385,91.2968548039638,1
346,OQ791410,negative,60274,False,44.354,DNA,91,53.8461538461538,46.1538461538462,90.8949132295849,0
347,OQ547903,negative,45324,False,37.422,DNA,86,15.1162790697674,84.8837209302326,93.8840349483717,0
348,OQ860985,positive,38059,False,51.081,DNA,48,0.0,100.0,85.6591082267007,0
349,OQ860983,positive,38351,False,50.924,DNA,47,0.0,100.0,90.0915230372089,0
350,OQ860982,positive,38234,False,50.949,DNA,48,0.0,100.0,88.3506826384893,0
351,OQ860981,positive,38668,False,50.931,DNA,51,1.96078431372549,98.0392156862745,88.0029998965553,0
352,OQ860980,positive,37644,False,51.007,DNA,45,97.7777777777778,2.22222222222222,91.1938157475295,0
353,OQ860979,positive,38416,False,50.893,DNA,47,0.0,100.0,90.4701166180758,0
354,OQ860978,positive,39065,False,50.992,DNA,47,97.8723404255319,2.12765957446809,85.2963010367337,0
355,OQ860977,positive,38880,False,51.008,DNA,47,97.8723404255319,2.12765957446809,89.9922839506173,0
356,OQ860976,positive,38880,False,50.995,DNA,47,2.12765957446809,97.8723404255319,90.6095679012346,0
357,OQ860975,positive,38880,False,51.008,DNA,47,97.8723404255319,2.12765957446809,89.9922839506173,0
358,OQ860974,positive,37743,False,50.947,DNA,46,97.8260869565217,2.17391304347826,87.5685557586837,0
359,OQ860973,positive,45854,False,46.175,DNA,69,33.3333333333333,66.6666666666667,91.4118724647795,0
360,OQ860972,positive,38351,False,50.924,DNA,46,100.0,0.0,89.5126593830669,0
361,OQ860971,positive,47596,False,46.103,DNA,72,34.7222222222222,65.2777777777778,86.591310194134,0
362,OQ860970,positive,39134,False,50.912,DNA,50,0.0,100.0,86.4567894925129,0
363,OQ860969,positive,39134,False,50.92,DNA,49,100.0,0.0,88.1049726580467,0
364,OQ860968,positive,37877,False,51.028,DNA,48,100.0,0.0,87.1241122580986,0
365,OQ860967,positive,37407,False,50.969,DNA,46,97.8260869565217,2.17391304347826,89.9590985644398,0
366,OQ860966,positive,39134,False,50.92,DNA,49,100.0,0.0,88.1049726580467,0
367,OQ860965,positive,39134,False,50.912,DNA,50,0.0,100.0,86.4567894925129,0
368,OQ860964,positive,39133,False,50.891,DNA,51,0.0,100.0,87.8925714869803,0
369,OQ860963,positive,45855,False,46.202,DNA,70,34.2857142857143,65.7142857142857,90.3042198233562,0
370,OQ860962,positive,39118,False,50.928,DNA,49,100.0,0.0,85.9936602075771,0
371,OP558005,negative,172331,False,39.79,DNA,290,13.7931034482759,86.2068965517241,95.5573866570727,18
372,OP558004,negative,49477,False,50.058,DNA,76,76.3157894736842,23.6842105263158,90.3328819451462,0
373,OP558003,negative,158414,False,46.409,DNA,204,68.1372549019608,31.8627450980392,90.7912179479086,7
374,OP558002,negative,59701,False,56.101,DNA,77,42.8571428571429,57.1428571428571,94.7672568298689,0
375,OP558001,negative,136566,False,44.44,DNA,230,65.2173913043478,34.7826086956522,90.0377839286499,21
376,OQ689735,negative,165632,False,35.517,DNA,264,15.1515151515152,84.8484848484848,95.1470730293663,11
377,OQ689734,negative,76125,False,42.032,DNA,119,21.8487394957983,78.1512605042017,90.5326765188834,1
378,OQ378934,negative,167259,False,35.486,DNA,259,82.6254826254826,17.3745173745174,94.2036004041636,8
379,OQ915374,positive,141775,False,30.379,DNA,225,75.5555555555556,24.4444444444444,90.2606242285311,2
380,OQ846916,positive,120131,False,40.252,DNA,146,30.8219178082192,69.1780821917808,86.6720496791003,5
381,OQ790161,negative,312199,True,57.935,DNA,366,86.0655737704918,13.9344262295082,92.2216278719663,14
382,OR039881,negative,49097,False,42.495,DNA,66,36.3636363636364,63.6363636363636,93.4334073364971,0
383,OP515798,positive,86579,False,38.811,DNA,120,25.8333333333333,74.1666666666667,88.0594601462248,26
384,OQ973471,negative,156759,False,48.959,DNA,192,34.375,65.625,91.6323783642407,4
385,OR088869,positive,29646,False,53.936,DNA,41,51.219512195122,48.780487804878,86.2578425419955,0
386,OR088597,positive,137077,False,35.869,DNA,191,79.5811518324607,20.4188481675393,88.9565718537756,17
387,OQ790081,negative,42521,False,52.273,DNA,46,100.0,0.0,89.4898991086757,0
388,OQ790080,negative,39577,False,52.965,DNA,48,97.9166666666667,2.08333333333333,90.1205245470854,0
389,OQ790079,negative,106333,False,45.301,DNA,155,77.4193548387097,22.5806451612903,88.3545089483039,23
390,OQ790078,negative,54266,False,52.733,DNA,64,76.5625,23.4375,79.5249327387314,0
391,OQ729742,negative,43026,False,39.381,DNA,49,100.0,0.0,92.295356296193,0
392,OQ729741,negative,43026,False,39.388,DNA,49,100.0,0.0,92.295356296193,0
393,OQ540978,negative,77334,False,42.185,DNA,125,80.0,20.0,89.2854371945069,1
394,OR050521,negative,43780,False,53.853,DNA,56,98.2142857142857,1.78571428571429,95.2147099132024,0
395,OQ326496,positive,99962,False,32.108,DNA,126,37.3015873015873,62.6984126984127,86.1327304375663,0
396,OQ845959,positive,87366,False,38.729,DNA,122,73.7704918032787,26.2295081967213,87.5042922876176,21
397,OR089151,negative,49471,False,34.453,DNA,78,16.6666666666667,83.3333333333333,91.5930545167876,0
398,OR075895,negative,41462,False,39.301,DNA,50,100.0,0.0,92.224205296416,0
399,OQ834252,negative,48269,False,34.956,DNA,78,17.9487179487179,82.051282051282,92.363628830098,0
400,OQ622006,negative,50299,False,50.248,DNA,76,75.0,25.0,91.3199069564007,0
401,OQ622005,negative,41274,False,52.423,DNA,52,100.0,0.0,93.4801569995639,0
402,OR062530,negative,136485,False,43.63,DNA,212,56.6037735849057,43.3962264150943,89.7116899292963,5
403,OR062529,negative,151980,False,39.104,DNA,276,50.0,50.0,91.7114093959731,10
404,OR062528,negative,136483,False,43.631,DNA,212,43.3962264150943,56.6037735849057,89.7283910816732,5
405,OR062527,negative,166610,False,35.402,DNA,268,15.2985074626866,84.7014925373134,95.1215413240502,11
406,OR062526,negative,151980,False,39.104,DNA,276,50.0,50.0,91.7114093959731,10
407,OR062525,negative,136476,False,43.63,DNA,211,43.1279620853081,56.8720379146919,89.5659310061842,5
408,OR062524,negative,150431,False,39.058,DNA,273,50.1831501831502,49.8168498168498,91.6307144139173,10
409,OP534061,positive,138084,False,31.723,DNA,165,39.3939393939394,60.6060606060606,88.5366878132151,19
410,OP778610,negative,137323,False,41.294,DNA,245,31.4285714285714,68.5714285714286,90.5201604975132,5
411,OP778609,negative,142009,False,41.233,DNA,259,36.2934362934363,63.7065637065637,89.9288073291129,5
412,OP894077,positive,39936,False,36.313,DNA,62,87.0967741935484,12.9032258064516,92.2475961538462,0
413,OP744025,negative,145365,False,41.191,DNA,273,36.2637362637363,63.7362637362637,89.7822722113301,5
414,OQ660438,positive,42250,False,49.699,DNA,65,29.2307692307692,70.7692307692308,91.9526627218935,0
415,OQ660437,positive,157399,False,44.733,DNA,207,65.7004830917874,34.2995169082126,92.7102459354888,3
416,OP745420,positive,36255,False,36.321,DNA,49,12.2448979591837,87.7551020408163,93.2643773272652,0
417,OP745419,positive,38995,False,35.425,DNA,59,11.864406779661,88.135593220339,90.6936786767534,1
418,OQ789245,negative,46699,False,35.157,DNA,74,21.6216216216216,78.3783783783784,90.8113664104156,0
419,OQ708377,negative,87193,False,38.852,DNA,117,77.7777777777778,22.2222222222222,86.6514513779776,25
420,OQ708376,negative,366301,True,34.282,DNA,638,93.730407523511,6.26959247648903,91.1130463744298,7
421,OQ944321,negative,168023,False,35.291,DNA,266,15.7894736842105,84.2105263157895,94.3876731161805,11
422,OQ927986,negative,62799,False,46.945,DNA,69,71.0144927536232,28.9855072463768,93.1209095686237,0
423,OQ730192,negative,41894,False,39.38,DNA,51,0.0,100.0,90.4139017520409,0
424,OQ338184,positive,142704,False,30.403,DNA,222,71.6216216216216,28.3783783783784,90.3562619127705,3
425,OQ338183,positive,43576,False,33.81,DNA,70,90.0,10.0,92.3214613548742,0
426,OR050522,positive,72413,False,39.425,DNA,100,85.0,15.0,91.542954994269,9
427,OR050627,negative,213507,True,35.989,DNA,261,97.7011494252874,2.29885057471264,93.1248155798171,0
428,OQ871563,negative,40385,False,51.229,DNA,51,1.96078431372549,98.0392156862745,88.2951590937229,0
429,OQ722443,negative,75445,False,49.6,DNA,79,75.9493670886076,24.0506329113924,95.6935515938763,4
430,OQ719603,negative,78477,False,46.101,DNA,91,30.7692307692308,69.2307692307692,92.1480178905921,0
431,OQ703102,negative,40875,False,49.943,DNA,48,100.0,0.0,87.045871559633,0
432,OQ221551,negative,99601,False,34.667,DNA,108,41.6666666666667,58.3333333333333,93.5613096254054,21
433,OQ221556,negative,97804,False,35.183,DNA,100,61.0,39.0,93.9930882172508,24
434,OQ221554,negative,97803,False,35.186,DNA,100,39.0,61.0,93.6443667372166,24
435,OQ221553,negative,99451,False,34.666,DNA,108,58.3333333333333,41.6666666666667,93.3223396446491,21
436,OQ221552,negative,100716,False,35.013,DNA,101,60.3960396039604,39.6039603960396,93.7775527225069,24
437,OQ221550,negative,99600,False,34.671,DNA,108,58.3333333333333,41.6666666666667,92.9327309236948,21
438,OQ221549,negative,99601,False,34.669,DNA,108,58.3333333333333,41.6666666666667,93.5613096254054,21
439,OQ221547,negative,99750,False,35.09,DNA,102,38.2352941176471,61.7647058823529,94.2225563909774,24
440,OQ221546,negative,99752,False,35.087,DNA,102,38.2352941176471,61.7647058823529,94.2206672547919,24
441,OQ221545,negative,99753,False,35.085,DNA,102,61.7647058823529,38.2352941176471,94.1084478662296,24
442,OQ221543,negative,101575,False,35.177,DNA,102,61.7647058823529,38.2352941176471,93.8528181146936,24
443,OQ221542,negative,101577,False,35.181,DNA,101,38.6138613861386,61.3861386138614,93.3577483091645,24
444,OQ221541,negative,101578,False,35.183,DNA,102,61.7647058823529,38.2352941176471,90.3679930693654,24
445,OQ221540,negative,101573,False,35.182,DNA,101,61.3861386138614,38.6138613861386,93.2344225335473,24
446,OQ221538,negative,99312,False,35.079,DNA,103,38.8349514563107,61.1650485436893,92.3936684388594,24
447,OQ221537,negative,99311,False,35.079,DNA,102,39.2156862745098,60.7843137254902,92.9474076386302,24
448,OQ221536,negative,99312,False,35.072,DNA,102,60.7843137254902,39.2156862745098,94.2212421459642,24
449,OQ221559,negative,97685,False,35.185,DNA,100,39.0,61.0,94.0676664789886,24
450,OQ221557,negative,98637,False,35.091,DNA,98,56.1224489795918,43.8775510204082,94.5983758630129,24
451,OQ221548,negative,98273,False,35.196,DNA,100,61.0,39.0,94.3779064442929,24
452,OQ221544,negative,99752,False,35.088,DNA,102,38.2352941176471,61.7647058823529,94.2717940492421,24
453,OQ221539,negative,101446,False,35.18,DNA,101,37.6237623762376,62.3762376237624,93.5847643081048,24
454,OP924285,positive,40715,False,47.469,DNA,59,61.0169491525424,38.9830508474576,87.7710917352327,0
455,OP924284,positive,42325,False,50.849,DNA,64,26.5625,73.4375,90.6981689308919,0
456,OP924283,positive,52535,False,45.918,DNA,70,54.2857142857143,45.7142857142857,89.3461501855906,0
457,OP924282,positive,89409,False,38.992,DNA,124,73.3870967741936,26.6129032258064,88.4127996063036,24
458,OP924281,positive,47482,False,46.489,DNA,85,62.3529411764706,37.6470588235294,89.8677393538604,1
459,OP924280,positive,46243,False,46.437,DNA,84,61.9047619047619,38.0952380952381,89.2329649892957,1
460,OP867012,negative,8146,False,38.448,DNA,11,72.7272727272727,27.2727272727273,84.9619445126442,0
461,OP795442,negative,144828,False,41.123,DNA,269,36.4312267657993,63.5687732342007,89.3446018725661,5
462,OP185508,positive,40070,False,48.715,DNA,47,100.0,0.0,90.6288994260045,0
463,OP185507,positive,39065,False,49.397,DNA,45,100.0,0.0,90.5260463330347,0
464,LC754405,negative,76659,False,61.794,DNA,97,82.4742268041237,17.5257731958763,93.2767189762454,0
465,OP991882,positive,157533,False,44.504,DNA,207,34.2995169082126,65.7004830917874,92.4822100766189,4
466,MZ826764,negative,158784,False,46.488,DNA,198,67.6767676767677,32.3232323232323,90.243979242241,6
467,ON165415,negative,43211,False,54.083,DNA,56,98.2142857142857,1.78571428571429,90.3450510286733,0
