Accession,staining,Genome Length (bp),Jumbophage,molGC (%),Number CDS,Positive Strand (%),Negative Strand (%),Coding Capacity (%),tRNAs,Molecule_DNA,Molecule_RNA,Molecule_ss-DNA,Molecule_ss-RNA
OQ291026,positive,42735,False,49.851,66,69.6969696969697,30.3030303030303,92.5517725517725,0,True,False,False,False
OQ291025,positive,44304,False,47.847,50,100.0,0.0,91.4138678223185,0,True,False,False,False
OQ291024,positive,42734,False,49.916,66,71.2121212121212,28.7878787878788,92.596059343848,0,True,False,False,False
OQ291023,positive,44834,False,54.816,60,58.3333333333333,41.6666666666667,92.113128429317,0,True,False,False,False
OQ291022,positive,43087,False,49.897,64,70.3125,29.6875,92.6033374335646,0,True,False,False,False
OQ291021,positive,43039,False,49.82,64,71.875,28.125,92.8529937963243,0,True,False,False,False
OQ291020,positive,43066,False,49.914,65,70.7692307692308,29.2307692307692,92.9828635118191,0,True,False,False,False
OP131588,negative,37472,False,67.522,53,88.6792452830189,11.3207547169811,96.2078351836038,0,True,False,False,False
OP131590,negative,39879,False,65.162,55,90.9090909090909,9.09090909090909,92.0634920634921,0,True,False,False,False
OP131589,negative,39584,False,66.09,50,68.0,32.0,91.9992926434923,0,True,False,False,False
OP131587,negative,40526,False,64.963,54,90.7407407407407,9.25925925925926,90.593692937867,0,True,False,False,False
ON548431,negative,44379,False,54.391,57,54.3859649122807,45.6140350877193,91.9421347934834,0,True,False,False,False
OM049504,negative,55655,False,64.531,88,62.5,37.5,89.9434013116521,0,True,False,False,False
OR061069,negative,45294,False,50.863,84,60.7142857142857,39.2857142857143,80.0105974301232,0,True,False,False,False
OR061068,negative,45236,False,50.858,82,65.8536585365854,34.1463414634146,84.7952957821204,0,True,False,False,False
OQ985197,positive,47372,False,67.223,78,97.4358974358974,2.56410256410256,95.6831039432576,0,True,False,False,False
OR147960,negative,82795,False,47.476,117,100.0,0.0,91.2373935624132,0,True,False,False,False
OR052631,positive,40690,False,34.77,68,41.1764705882353,58.8235294117647,91.0321946424183,0,True,False,False,False
OQ957557,negative,45779,False,55.571,63,57.1428571428571,42.8571428571429,94.6285414709801,0,True,False,False,False
OQ939567,negative,40522,False,52.33,50,100.0,0.0,91.379991115937,0,True,False,False,False
OQ866599,positive,40685,False,34.856,62,40.3225806451613,59.6774193548387,91.1539879562492,0,True,False,False,False
OQ871562,negative,44287,False,53.88,53,0.0,100.0,92.3769955065821,0,True,False,False,False
OQ716682,negative,47467,False,44.418,62,85.4838709677419,14.5161290322581,92.3062338045379,0,True,False,False,False
OR185440,negative,86202,False,43.647,119,76.4705882352941,23.5294117647059,90.1464003155379,26,True,False,False,False
OQ982387,negative,41236,False,39.272,49,100.0,0.0,93.3771461829469,0,True,False,False,False
OR125554,negative,167677,False,35.379,267,15.7303370786517,84.2696629213483,94.7661277336784,10,True,False,False,False
OR050820,negative,40624,False,52.57,48,0.0,100.0,92.3468885387948,0,True,False,False,False
OQ988004,positive,47806,False,58.675,68,26.4705882352941,73.5294117647059,93.8982554491068,0,True,False,False,False
OQ974181,negative,82711,False,59.441,117,28.2051282051282,71.7948717948718,92.2839767382815,1,True,False,False,False
OR053651,positive,76506,False,43.539,129,20.9302325581395,79.0697674418605,91.1222649203984,0,True,False,False,False
OQ540924,negative,44509,False,51.16,49,0.0,100.0,92.0510458558943,0,True,False,False,False
OQ540923,negative,42068,False,70.914,61,14.7540983606557,85.2459016393443,95.0389845012836,0,True,False,False,False
OQ680139,negative,49857,False,46.996,76,14.4736842105263,85.5263157894737,84.4816174258379,0,True,False,False,False
OQ680138,negative,39968,False,49.735,50,100.0,0.0,90.7400920736589,0,True,False,False,False
MW462221,negative,39746,False,30.164,16,31.25,68.75,27.7537362250289,0,True,False,False,False
OR199846,positive,78063,False,56.867,131,60.3053435114504,39.6946564885496,88.6617219425336,23,True,False,False,False
OR228402,positive,155665,False,50.108,198,35.8585858585859,64.1414141414141,91.9911348087239,4,True,False,False,False
OR106137,negative,168196,False,39.497,273,15.3846153846154,84.6153846153846,94.4618183547766,14,True,False,False,False
OR001929,positive,43347,False,49.459,62,29.0322580645161,70.9677419354839,86.9541144715897,0,True,False,False,False
OQ221560,negative,75754,False,34.578,68,61.7647058823529,38.2352941176471,92.5442880903979,25,True,False,False,False
OQ221558,negative,98396,False,35.09,97,55.6701030927835,44.3298969072165,94.3818854424977,24,True,False,False,False
OQ221555,negative,103497,False,34.819,102,58.8235294117647,41.1764705882353,92.8712909552934,25,True,False,False,False
ON365567,negative,42277,False,58.945,48,100.0,0.0,93.4692622466116,0,True,False,False,False
OP918135,negative,42982,False,43.211,72,61.1111111111111,38.8888888888889,89.6328695733098,0,True,False,False,False
OM328157,negative,48227,False,50.88,73,69.8630136986301,30.1369863013699,89.7194517593879,0,True,False,False,False
OM103621,negative,175000,False,41.859,273,45.4212454212454,54.5787545787546,95.3822857142857,1,True,False,False,False
OR209256,negative,43170,False,59.836,57,100.0,0.0,95.045170257123,0,True,False,False,False
OR206057,positive,42634,False,33.795,59,91.5254237288136,8.47457627118644,93.6576441337899,0,True,False,False,False
OQ858564,negative,79764,False,46.816,114,100.0,0.0,93.764104107116,0,True,False,False,False
OR138018,negative,169297,False,40.758,287,84.6689895470383,15.3310104529617,94.3926944954725,7,True,False,False,False
OR138017,negative,175661,False,41.929,274,53.6496350364963,46.3503649635037,95.2869447401529,1,True,False,False,False
OR138016,negative,178906,False,41.465,270,46.2962962962963,53.7037037037037,93.3361653605804,1,True,False,False,False
OR138015,negative,178070,False,41.737,278,52.5179856115108,47.4820143884892,94.8885269837704,1,True,False,False,False
OR088903,negative,7480,False,61.885,12,8.33333333333333,91.6666666666667,93.4090909090909,0,True,False,False,False
OQ834936,negative,69779,False,39.394,102,21.5686274509804,78.4313725490196,95.2163258286877,18,True,False,False,False
FR823450,negative,132454,False,26.042,175,86.2857142857143,13.7142857142857,93.8310658794751,6,True,False,False,False
FN667788,negative,177534,False,27.359,200,89.0,11.0,89.1164509333423,2,True,False,False,False
MZ611865,negative,44514,False,67.32,63,74.6031746031746,25.3968253968254,94.5410432672867,0,True,False,False,False
AM156909,negative,46219,False,44.283,72,76.3888888888889,23.6111111111111,89.3571907657024,1,True,False,False,False
OQ851295,negative,45651,False,42.424,64,96.875,3.125,91.3057764342512,0,True,False,False,False
OQ864999,negative,131680,False,26.325,167,13.7724550898204,86.2275449101796,94.8602673147023,5,True,False,False,False
OQ829630,positive,60109,False,56.223,72,33.3333333333333,66.6666666666667,93.7397062004026,0,True,False,False,False
OQ570641,negative,115014,False,39.948,159,27.6729559748428,72.3270440251572,84.670561844645,28,True,False,False,False
OQ734493,negative,42673,False,53.908,45,100.0,0.0,93.2838094345371,0,True,False,False,False
OR039357,positive,29643,False,53.861,40,50.0,50.0,84.9913976318186,0,True,False,False,False
OQ832096,negative,40452,False,57.639,55,29.0909090909091,70.9090909090909,92.5467220409374,0,True,False,False,False
OQ819159,negative,44754,False,54.026,59,100.0,0.0,94.5636144255262,0,True,False,False,False
OR234014,positive,136673,False,30.024,188,22.3404255319149,77.6595744680851,87.2279089505608,0,True,False,False,False
OQ999402,negative,45797,False,46.093,63,100.0,0.0,93.3860296525973,0,True,False,False,False
OQ999401,positive,129469,False,53.609,149,82.5503355704698,17.4496644295302,90.9198340915586,3,True,False,False,False
OR032571,negative,167928,False,36.934,232,7.32758620689655,92.6724137931034,92.8159687485113,12,True,False,False,False
OR003938,negative,172805,False,35.803,215,93.0232558139535,6.97674418604651,95.3080061340818,13,True,False,False,False
OR126895,negative,45832,False,37.867,83,15.6626506024096,84.3373493975904,92.6601501134578,0,True,False,False,False
OQ993070,negative,76133,False,48.882,102,0.0,100.0,90.4968935941051,0,True,False,False,False
OR088902,negative,174432,False,39.385,277,15.5234657039711,84.4765342960289,95.3741286002568,6,True,False,False,False
OR088901,positive,39310,False,54.528,56,96.4285714285714,3.57142857142857,91.2744848639023,0,True,False,False,False
OQ999172,positive,181606,False,37.017,250,98.4,1.6,89.7525412155986,0,True,False,False,False
OQ999171,negative,43465,False,49.281,49,2.04081632653061,97.9591836734694,94.0894972966755,0,True,False,False,False
OP019135,negative,41463,False,39.293,51,0.0,100.0,93.2638738152087,0,True,False,False,False
OP087522,negative,44099,False,43.799,65,21.5384615384615,78.4615384615385,91.2968548039638,1,True,False,False,False
OQ791410,negative,60274,False,44.354,91,53.8461538461538,46.1538461538462,90.8949132295849,0,True,False,False,False
OQ547903,negative,45324,False,37.422,86,15.1162790697674,84.8837209302326,93.8840349483717,0,True,False,False,False
OQ860985,positive,38059,False,51.081,48,0.0,100.0,85.6591082267007,0,True,False,False,False
OQ860983,positive,38351,False,50.924,47,0.0,100.0,90.0915230372089,0,True,False,False,False
OQ860982,positive,38234,False,50.949,48,0.0,100.0,88.3506826384893,0,True,False,False,False
OQ860981,positive,38668,False,50.931,51,1.96078431372549,98.0392156862745,88.0029998965553,0,True,False,False,False
OQ860980,positive,37644,False,51.007,45,97.7777777777778,2.22222222222222,91.1938157475295,0,True,False,False,False
OQ860979,positive,38416,False,50.893,47,0.0,100.0,90.4701166180758,0,True,False,False,False
OQ860978,positive,39065,False,50.992,47,97.8723404255319,2.12765957446809,85.2963010367337,0,True,False,False,False
OQ860977,positive,38880,False,51.008,47,97.8723404255319,2.12765957446809,89.9922839506173,0,True,False,False,False
OQ860976,positive,38880,False,50.995,47,2.12765957446809,97.8723404255319,90.6095679012346,0,True,False,False,False
OQ860975,positive,38880,False,51.008,47,97.8723404255319,2.12765957446809,89.9922839506173,0,True,False,False,False
OQ860974,positive,37743,False,50.947,46,97.8260869565217,2.17391304347826,87.5685557586837,0,True,False,False,False
OQ860973,positive,45854,False,46.175,69,33.3333333333333,66.6666666666667,91.4118724647795,0,True,False,False,False
OQ860972,positive,38351,False,50.924,46,100.0,0.0,89.5126593830669,0,True,False,False,False
OQ860971,positive,47596,False,46.103,72,34.7222222222222,65.2777777777778,86.591310194134,0,True,False,False,False
OQ860970,positive,39134,False,50.912,50,0.0,100.0,86.4567894925129,0,True,False,False,False
OQ860969,positive,39134,False,50.92,49,100.0,0.0,88.1049726580467,0,True,False,False,False
OQ860968,positive,37877,False,51.028,48,100.0,0.0,87.1241122580986,0,True,False,False,False
OQ860967,positive,37407,False,50.969,46,97.8260869565217,2.17391304347826,89.9590985644398,0,True,False,False,False
OQ860966,positive,39134,False,50.92,49,100.0,0.0,88.1049726580467,0,True,False,False,False
OQ860965,positive,39134,False,50.912,50,0.0,100.0,86.4567894925129,0,True,False,False,False
OQ860964,positive,39133,False,50.891,51,0.0,100.0,87.8925714869803,0,True,False,False,False
OQ860963,positive,45855,False,46.202,70,34.2857142857143,65.7142857142857,90.3042198233562,0,True,False,False,False
OQ860962,positive,39118,False,50.928,49,100.0,0.0,85.9936602075771,0,True,False,False,False
OP558005,negative,172331,False,39.79,290,13.7931034482759,86.2068965517241,95.5573866570727,18,True,False,False,False
OP558004,negative,49477,False,50.058,76,76.3157894736842,23.6842105263158,90.3328819451462,0,True,False,False,False
OP558003,negative,158414,False,46.409,204,68.1372549019608,31.8627450980392,90.7912179479086,7,True,False,False,False
OP558002,negative,59701,False,56.101,77,42.8571428571429,57.1428571428571,94.7672568298689,0,True,False,False,False
OP558001,negative,136566,False,44.44,230,65.2173913043478,34.7826086956522,90.0377839286499,21,True,False,False,False
OQ689735,negative,165632,False,35.517,264,15.1515151515152,84.8484848484848,95.1470730293663,11,True,False,False,False
OQ689734,negative,76125,False,42.032,119,21.8487394957983,78.1512605042017,90.5326765188834,1,True,False,False,False
OQ378934,negative,167259,False,35.486,259,82.6254826254826,17.3745173745174,94.2036004041636,8,True,False,False,False
OQ915374,positive,141775,False,30.379,225,75.5555555555556,24.4444444444444,90.2606242285311,2,True,False,False,False
OQ846916,positive,120131,False,40.252,146,30.8219178082192,69.1780821917808,86.6720496791003,5,True,False,False,False
OQ790161,negative,312199,True,57.935,366,86.0655737704918,13.9344262295082,92.2216278719663,14,True,False,False,False
OR039881,negative,49097,False,42.495,66,36.3636363636364,63.6363636363636,93.4334073364971,0,True,False,False,False
OP515798,positive,86579,False,38.811,120,25.8333333333333,74.1666666666667,88.0594601462248,26,True,False,False,False
OQ973471,negative,156759,False,48.959,192,34.375,65.625,91.6323783642407,4,True,False,False,False
OR088869,positive,29646,False,53.936,41,51.219512195122,48.780487804878,86.2578425419955,0,True,False,False,False
OR088597,positive,137077,False,35.869,191,79.5811518324607,20.4188481675393,88.9565718537756,17,True,False,False,False
OQ790081,negative,42521,False,52.273,46,100.0,0.0,89.4898991086757,0,True,False,False,False
OQ790080,negative,39577,False,52.965,48,97.9166666666667,2.08333333333333,90.1205245470854,0,True,False,False,False
OQ790079,negative,106333,False,45.301,155,77.4193548387097,22.5806451612903,88.3545089483039,23,True,False,False,False
OQ790078,negative,54266,False,52.733,64,76.5625,23.4375,79.5249327387314,0,True,False,False,False
OQ729742,negative,43026,False,39.381,49,100.0,0.0,92.295356296193,0,True,False,False,False
OQ729741,negative,43026,False,39.388,49,100.0,0.0,92.295356296193,0,True,False,False,False
OQ540978,negative,77334,False,42.185,125,80.0,20.0,89.2854371945069,1,True,False,False,False
OR050521,negative,43780,False,53.853,56,98.2142857142857,1.78571428571429,95.2147099132024,0,True,False,False,False
OQ326496,positive,99962,False,32.108,126,37.3015873015873,62.6984126984127,86.1327304375663,0,True,False,False,False
OQ845959,positive,87366,False,38.729,122,73.7704918032787,26.2295081967213,87.5042922876176,21,True,False,False,False
OR089151,negative,49471,False,34.453,78,16.6666666666667,83.3333333333333,91.5930545167876,0,True,False,False,False
OR075895,negative,41462,False,39.301,50,100.0,0.0,92.224205296416,0,True,False,False,False
OQ834252,negative,48269,False,34.956,78,17.9487179487179,82.051282051282,92.363628830098,0,True,False,False,False
OQ622006,negative,50299,False,50.248,76,75.0,25.0,91.3199069564007,0,True,False,False,False
OQ622005,negative,41274,False,52.423,52,100.0,0.0,93.4801569995639,0,True,False,False,False
OR062530,negative,136485,False,43.63,212,56.6037735849057,43.3962264150943,89.7116899292963,5,True,False,False,False
OR062529,negative,151980,False,39.104,276,50.0,50.0,91.7114093959731,10,True,False,False,False
