id,staining,genome_length,jumbophage,gc_%,trna_count,cds_number,coding_capacity,positive_strand_%,negative_strand_%,molecule_type_ss-DNA,molecule_type_DNA,molecule_type_RNA,molecule_type_ss-RNA,topology_circular,topology_linear
OR052631,positive,40690,0,34.77,0,80,94.1582698451708,42.5,57.5,False,True,False,False,False,True
OQ957557,negative,45779,0,55.571,0,62,193.0557679285262,53.23,46.77,False,True,False,False,True,False
OQ939567,negative,40522,0,52.33,0,50,91.37999111593702,100.0,0.0,False,True,False,False,True,False
OQ866599,positive,40685,0,34.856,0,61,86.87722747941503,39.34,60.66,False,True,False,False,False,True
OQ871562,negative,44287,0,53.88,0,53,91.89604172782082,1.89,98.11,False,True,False,False,False,True
OQ716682,negative,47467,0,44.418,0,71,94.88486738154928,83.1,16.9,False,True,False,False,False,True
OR185440,negative,86202,0,43.647,0,13,5.568316280364725,76.92,23.08,False,True,False,False,False,True
OQ982387,negative,41236,0,39.272,0,50,93.4862741294015,100.0,0.0,False,True,False,False,False,True
OR125554,negative,167677,0,35.379,10,267,94.7542000393614,15.73,84.27,False,True,False,False,True,False
OR050820,negative,40624,0,52.57,0,48,92.14011421819615,0.0,100.0,False,True,False,False,True,False
OQ988004,positive,47806,0,58.675,0,68,93.8982554491068,26.47,73.53,False,True,False,False,False,True
OQ974181,negative,82711,0,59.441,1,117,92.28397673828148,28.21,71.79,False,True,False,False,False,True
OR053651,positive,76506,0,43.539,0,133,91.71829660418791,21.05,78.95,False,True,False,False,True,False
OQ540924,negative,44509,0,51.16,1,51,92.38805634815431,0.0,100.0,False,True,False,False,False,True
OQ540923,negative,42068,0,70.914,0,63,95.9018731577446,12.7,87.3,False,True,False,False,False,True
OQ680139,negative,49857,0,46.996,0,92,92.19567964378122,11.96,88.04,False,True,False,False,False,True
OQ680138,negative,39968,0,49.735,0,57,93.29963971176942,98.25,1.75,False,True,False,False,False,True
MW462221,negative,39746,0,30.164,0,67,95.20958083832335,62.69,37.31,False,True,False,False,False,True
OR199846,positive,78063,0,56.867,21,141,89.39830649603525,59.57,40.43,False,True,False,False,False,True
OR228402,positive,155665,0,50.108,5,199,191.77528667330486,35.68,64.32,False,True,False,False,True,False
OR106137,negative,168196,0,39.497,14,277,95.81916335703585,15.16,84.84,False,True,False,False,False,True
OR001929,positive,43347,0,49.459,0,58,85.5630147415046,29.31,70.69,False,True,False,False,True,False
OQ221560,negative,75754,0,34.578,0,70,90.72128204451249,62.86,37.14,False,True,False,False,False,True
OQ221558,negative,98396,0,35.09,0,102,92.08809301191106,54.9,45.1,False,True,False,False,False,True
OQ221555,negative,103497,0,34.819,0,105,92.27320598664696,58.1,41.9,False,True,False,False,False,True
ON365567,negative,42277,0,58.945,0,48,93.29186082266953,100.0,0.0,False,True,False,False,False,True
OP918135,negative,42982,0,43.211,0,70,88.03452608068494,61.43,38.57,False,True,False,False,False,True
OM328157,negative,48227,0,50.88,0,73,89.7194517593879,69.86,30.14,False,True,False,False,True,False
OM103621,negative,175000,0,41.859,1,268,94.46342857142858,45.15,54.85,False,True,False,False,False,True
OR209256,negative,43170,0,59.836,0,55,92.00833912439194,100.0,0.0,False,True,False,False,True,False
OR206057,positive,42634,0,33.795,0,59,93.95318290566215,91.53,8.47,False,True,False,False,False,True
OQ858564,negative,79764,0,46.816,0,114,93.764104107116,100.0,0.0,False,True,False,False,False,True
OR138018,negative,169297,0,40.758,0,287,93.71400556418602,85.02,14.98,False,True,False,False,True,False
OR138017,negative,175661,0,41.929,0,272,94.88958846869822,52.94,47.06,False,True,False,False,False,True
OR138016,negative,178906,0,41.465,0,275,93.2444971102143,46.18,53.82,False,True,False,False,False,True
OR138015,negative,178070,0,41.737,0,282,94.8756107148874,52.84,47.16,False,True,False,False,True,False
OR088903,negative,7480,0,61.885,0,11,80.29411764705883,0.0,100.0,False,True,False,False,True,False
OQ834936,negative,69779,0,39.394,18,90,92.73993608392209,20.0,80.0,False,True,False,False,False,True
FR823450,negative,132454,0,26.042,5,181,93.33881951469945,87.29,12.71,False,True,False,False,False,True
FN667788,negative,177534,0,27.359,2,194,139.20150506381876,89.18,10.82,False,True,False,False,True,False
MZ611865,negative,44514,0,67.32,0,59,91.62286022374984,74.58,25.42,False,True,False,False,False,True
AM156909,negative,46219,0,44.283,0,75,89.91107553170774,80.0,20.0,False,True,False,False,False,True
OQ851295,negative,45651,0,42.424,0,66,92.65295393310113,96.97,3.03,False,True,False,False,True,False
OQ864999,negative,131680,0,26.325,5,167,183.60267314702307,13.77,86.23,False,True,False,False,True,False
OQ829630,positive,60109,0,56.223,0,41,68.16616480061222,36.59,63.41,False,True,False,False,False,True
OQ570641,negative,115014,0,39.948,0,162,86.10516980541499,26.54,73.46,False,True,False,False,False,True
OQ734493,negative,42673,0,53.908,0,55,96.79891266140183,100.0,0.0,False,True,False,False,True,False
OR039357,positive,29643,0,53.861,0,42,85.53452754444557,47.62,52.38,False,True,False,False,False,True
OQ832096,negative,40452,0,57.639,0,55,92.54672204093741,29.09,70.91,False,True,False,False,False,True
OQ819159,negative,44754,0,54.026,0,61,95.03954953747152,100.0,0.0,False,True,False,False,False,True
OR234014,positive,136673,0,30.024,0,159,78.01321402178924,21.38,78.62,False,True,False,False,False,True
OQ999402,negative,45797,0,46.093,0,63,193.05849728148132,100.0,0.0,False,True,False,False,True,False
OQ999401,positive,129469,0,53.609,0,151,190.04703828715753,82.78,17.22,False,True,False,False,True,False
OR032571,negative,167928,0,36.934,0,226,91.81256252679721,6.19,93.81,False,True,False,False,True,False
OR003938,negative,172805,0,35.803,0,209,194.35490871213216,93.3,6.7,False,True,False,False,True,False
OR126895,negative,45832,0,37.867,0,86,93.96273346133705,15.12,84.88,False,True,False,False,True,False
OQ993070,negative,76133,0,48.882,0,79,75.03447913519761,1.27,98.73,False,True,False,False,False,True
OR088902,negative,174432,0,39.385,6,294,96.92028985507247,15.65,84.35,False,True,False,False,False,True
OR088901,positive,39310,0,54.528,0,71,94.83083184940219,92.96,7.04,False,True,False,False,False,True
OQ999172,positive,181606,0,37.017,0,217,83.46034822638019,98.62,1.38,False,True,False,False,False,True
OQ999171,negative,43465,0,49.281,0,40,83.79155642470954,0.0,100.0,False,True,False,False,False,True
OP019135,negative,41463,0,39.293,0,55,94.12488242529484,0.0,100.0,False,True,False,False,True,False
OP087522,negative,44099,0,43.799,1,68,92.34449760765551,20.59,79.41,False,True,False,False,False,True
OQ791410,negative,60274,0,44.354,0,91,91.28148123569034,52.75,47.25,False,True,False,False,False,True
OQ547903,negative,45324,0,37.422,0,84,93.28170505692349,15.48,84.52,False,True,False,False,True,False
OQ860985,positive,38059,0,51.081,0,53,92.69029664468326,3.77,96.23,False,True,False,False,False,True
OQ860983,positive,38351,0,50.924,0,49,90.44353471878178,2.04,97.96,False,True,False,False,False,True
OQ860982,positive,38234,0,50.949,0,51,91.96526651671287,0.0,100.0,False,True,False,False,False,True
OQ860981,positive,38668,0,50.931,0,52,91.908037653874,0.0,100.0,False,True,False,False,False,True
OQ860980,positive,37644,0,51.007,0,44,90.73956008925725,97.73,2.27,False,True,False,False,False,True
OQ860979,positive,38416,0,50.893,0,48,90.66534777176176,0.0,100.0,False,True,False,False,False,True
OQ860978,positive,39065,0,50.992,0,49,90.81274798412902,97.96,2.04,False,True,False,False,False,True
OQ860977,positive,38880,0,51.008,0,48,90.56584362139918,97.92,2.08,False,True,False,False,False,True
OQ860976,positive,38880,0,50.995,0,48,90.49897119341563,2.08,97.92,False,True,False,False,False,True
OQ860975,positive,38880,0,51.008,0,48,90.56584362139918,97.92,2.08,False,True,False,False,False,True
OQ860974,positive,37743,0,50.947,0,48,91.26990435312509,93.75,6.25,False,True,False,False,False,True
OQ860973,positive,45854,0,46.175,0,73,92.55899158197758,36.99,63.01,False,True,False,False,False,True
OQ860972,positive,38351,0,50.924,0,50,90.6182368125994,100.0,0.0,False,True,False,False,False,True
OQ860971,positive,47596,0,46.103,0,76,92.1737120766451,36.84,63.16,False,True,False,False,False,True
OQ860970,positive,39134,0,50.912,0,52,91.6568712628405,0.0,100.0,False,True,False,False,False,True
OQ860969,positive,39134,0,50.92,0,52,91.77186078601729,100.0,0.0,False,True,False,False,False,True
OQ860968,positive,37877,0,51.028,0,50,92.25915463209864,98.0,2.0,False,True,False,False,False,True
OQ860967,positive,37407,0,50.969,0,47,91.49357072205737,97.87,2.13,False,True,False,False,False,True
OQ860966,positive,39134,0,50.92,0,52,91.77186078601729,100.0,0.0,False,True,False,False,False,True
OQ860965,positive,39134,0,50.912,0,52,91.6568712628405,0.0,100.0,False,True,False,False,False,True
OQ860964,positive,39133,0,50.891,0,52,91.65921345156262,0.0,100.0,False,True,False,False,False,True
OQ860963,positive,45855,0,46.202,0,73,92.35415985170647,35.62,64.38,False,True,False,False,False,True
OQ860962,positive,39118,0,50.928,0,53,92.18518329157932,100.0,0.0,False,True,False,False,False,True
OP558005,negative,172331,0,39.79,19,292,95.71638300712002,13.7,86.3,False,True,False,False,True,False
OP558004,negative,49477,0,50.058,0,76,90.86039978171677,73.68,26.32,False,True,False,False,False,True
OP558003,negative,158414,0,46.409,6,208,92.4608936078882,67.79,32.21,False,True,False,False,False,True
OP558002,negative,59701,0,56.101,0,79,95.09890956600393,41.77,58.23,False,True,False,False,False,True
OP558001,negative,136566,0,44.44,21,236,90.83666505572397,64.83,35.17,False,True,False,False,False,True
OQ689735,negative,165632,0,35.517,11,268,95.29257631375579,15.3,84.7,False,True,False,False,False,True
OQ689734,negative,76125,0,42.032,1,123,94.21871921182266,20.33,79.67,False,True,False,False,False,True
OQ378934,negative,167259,0,35.486,0,262,93.63262963427978,82.44,17.56,False,True,False,False,False,True
OQ915374,positive,141775,0,30.379,0,231,91.01886792452831,74.89,25.11,False,True,False,False,False,True
OQ846916,positive,120131,0,40.252,5,146,86.67204967910031,30.82,69.18,False,True,False,False,False,True
OQ790161,negative,312199,1,57.935,0,367,91.70208745063245,85.83,14.17,False,True,False,False,True,False
OR039881,negative,49097,0,42.495,0,60,189.48611931482574,38.33,61.67,False,True,False,False,True,False
OP515798,positive,86579,0,38.811,20,128,89.64645006294829,25.78,74.22,False,True,False,False,False,True
OQ973471,negative,156759,0,48.959,4,199,92.24159378408895,34.17,65.83,False,True,False,False,False,True
OR088869,positive,29646,0,53.936,0,47,90.8722930580854,53.19,46.81,False,True,False,False,True,False
OR088597,positive,137077,0,35.869,16,188,89.03827775629756,75.0,25.0,False,True,False,False,False,True
OQ790081,negative,42521,0,52.273,0,61,96.0701770889678,93.44,6.56,False,True,False,False,False,True
OQ790080,negative,39577,0,52.965,0,58,92.49311468782373,98.28,1.72,False,True,False,False,False,True
OQ790079,negative,106333,0,45.301,19,191,92.77552594208758,72.25,27.75,False,True,False,False,False,True
OQ790078,negative,54266,0,52.733,0,116,98.92013415398223,82.76,17.24,False,True,False,False,False,True
OQ729742,negative,43026,0,39.381,0,52,92.74857063171106,100.0,0.0,False,True,False,False,False,True
OQ729741,negative,43026,0,39.388,0,52,92.74857063171106,100.0,0.0,False,True,False,False,False,True
OQ540978,negative,77334,0,42.185,1,149,93.2979026042879,78.52,21.48,False,True,False,False,True,False
OR050521,negative,43780,0,53.853,0,55,94.28277752398355,100.0,0.0,False,True,False,False,False,True
OQ326496,positive,99962,0,32.108,0,173,92.10199875952863,43.93,56.07,False,True,False,False,False,True
OQ845959,positive,87366,0,38.729,0,132,87.9266533891903,72.73,27.27,False,True,False,False,False,True
OR089151,negative,49471,0,34.453,0,77,90.96238200157669,16.88,83.12,False,True,False,False,True,False
OR075895,negative,41462,0,39.301,0,50,92.22420529641599,100.0,0.0,False,True,False,False,True,False
OQ834252,negative,48269,0,34.956,0,74,90.6606724813027,20.27,79.73,False,True,False,False,True,False
OQ622006,negative,50299,0,50.248,0,76,91.31990695640071,75.0,25.0,False,True,False,False,True,False
OQ622005,negative,41274,0,52.423,0,52,93.48015699956389,100.0,0.0,False,True,False,False,True,False
OR062530,negative,136485,0,43.63,5,218,90.90962376817964,56.42,43.58,False,True,False,False,False,True
OR062529,negative,151980,0,39.104,11,273,91.19094617712858,50.18,49.82,False,True,False,False,False,True
OR062528,negative,136483,0,43.631,5,217,90.5306888037338,43.32,56.68,False,True,False,False,False,True
OR062527,negative,166610,0,35.402,11,266,94.57295480463358,15.41,84.59,False,True,False,False,False,True
OR062526,negative,151980,0,39.104,11,273,91.19094617712858,50.18,49.82,False,True,False,False,False,True
OR062525,negative,136476,0,43.63,5,215,90.04733432984554,42.79,57.21,False,True,False,False,False,True
OR062524,negative,150431,0,39.058,11,271,91.26642779746196,50.55,49.45,False,True,False,False,False,True
OP534061,positive,138084,0,31.723,0,167,87.9529851394803,39.52,60.48,False,True,False,False,False,True
OP778610,negative,137323,0,41.294,0,251,91.14496479104011,32.27,67.73,False,True,False,False,False,True
OP778609,negative,142009,0,41.233,0,264,90.36187847249117,35.61,64.39,False,True,False,False,False,True
OP894077,positive,39936,0,36.313,0,62,91.66165865384616,88.71,11.29,False,True,False,False,False,True
OP744025,negative,145365,0,41.191,0,276,90.06294500051594,35.87,64.13,False,True,False,False,False,True
OQ660438,positive,42250,0,49.699,0,68,93.4508875739645,30.88,69.12,False,True,False,False,False,True
OQ660437,positive,157399,0,44.733,4,208,92.46945660391744,65.87,34.13,False,True,False,False,False,True
OP745420,positive,36255,0,36.321,0,0,0.0,0.0,0.0,False,True,False,False,True,False
OP745419,positive,38995,0,35.425,1,58,190.10642390050006,13.79,86.21,False,True,False,False,True,False
OQ789245,negative,46699,0,35.157,0,71,189.52011820381594,22.54,77.46,False,True,False,False,True,False
OQ708377,negative,87193,0,38.852,0,129,87.50587776541695,75.19,24.81,False,True,False,False,False,True
OQ708376,negative,366301,1,34.282,0,632,90.35683768267081,93.51,6.49,False,True,False,False,False,True
OQ944321,negative,168023,0,35.291,11,287,195.88984841361003,15.68,84.32,False,True,False,False,True,False
OQ927986,negative,62799,0,46.945,0,70,93.2435229860348,70.0,30.0,False,True,False,False,False,True
OQ730192,negative,41894,0,39.38,0,37,85.98844703298802,0.0,100.0,False,True,False,False,False,True
OQ338184,positive,142704,0,30.403,3,223,90.52514295324589,72.2,27.8,False,True,False,False,False,True
OQ338183,positive,43576,0,33.81,0,79,94.77235175325868,87.34,12.66,False,True,False,False,False,True
OR050522,positive,72413,0,39.425,4,96,188.7009238672614,84.38,15.62,False,True,False,False,True,False
OR050627,negative,213507,1,35.989,0,263,93.23581896612289,97.72,2.28,False,True,False,False,False,True
OQ871563,negative,40385,0,51.229,0,51,88.29515909372292,1.96,98.04,False,True,False,False,False,True
OQ722443,negative,75445,0,49.6,4,77,95.23228842202928,77.92,22.08,False,True,False,False,False,True
OQ719603,negative,78477,0,46.101,0,90,91.12733667189113,32.22,67.78,False,True,False,False,False,True
OQ703102,negative,40875,0,49.943,0,48,87.04587155963303,100.0,0.0,False,True,False,False,False,True
OQ221551,negative,99601,0,34.667,0,105,90.01114446642103,38.1,61.9,False,True,False,False,True,False
OQ221556,negative,97804,0,35.183,0,104,92.40624105353564,61.54,38.46,False,True,False,False,False,True
OQ221554,negative,97803,0,35.186,0,104,92.42456775354539,39.42,60.58,False,True,False,False,False,True
OQ221553,negative,99451,0,34.666,0,110,92.01013564468934,58.18,41.82,False,True,False,False,False,True
OQ221552,negative,100716,0,35.013,0,103,91.40057190515905,60.19,39.81,False,True,False,False,False,True
OQ221550,negative,99600,0,34.671,0,113,92.00401606425703,58.41,41.59,False,True,False,False,False,True
OQ221549,negative,99601,0,34.669,0,111,90.54627965582675,59.46,40.54,False,True,False,False,False,True
OQ221547,negative,99750,0,35.09,0,103,92.16140350877194,38.83,61.17,False,True,False,False,False,True
OQ221546,negative,99752,0,35.087,0,104,92.3760927099206,38.46,61.54,False,True,False,False,False,True
OQ221545,negative,99753,0,35.085,0,104,92.38920132727839,61.54,38.46,False,True,False,False,False,True
OQ221543,negative,101575,0,35.177,0,105,92.52768889982771,61.9,38.1,False,True,False,False,False,True
OQ221542,negative,101577,0,35.181,0,105,92.65581775401913,38.1,61.9,False,True,False,False,False,True
OQ221541,negative,101578,0,35.183,0,105,92.52790958672153,61.9,38.1,False,True,False,False,False,True
OQ221540,negative,101573,0,35.182,0,94,85.02456361434632,58.51,41.49,False,True,False,False,False,True
OQ221538,negative,99312,0,35.079,0,100,91.80864346705333,39.0,61.0,False,True,False,False,False,True
OQ221537,negative,99311,0,35.079,0,101,90.84995619820563,39.6,60.4,False,True,False,False,False,True
OQ221536,negative,99312,0,35.072,0,102,191.9345094248429,60.78,39.22,False,True,False,False,True,False
OQ221559,negative,97685,0,35.185,0,100,90.22572554639913,39.0,61.0,False,True,False,False,True,False
OQ221557,negative,98637,0,35.091,0,103,93.52778369171811,55.34,44.66,False,True,False,False,True,False
